,0,1,2
0,2.6011908,4.5603538,5.609569
1,1.4731569,1.6019714,4.1310005
2,1.97494,1.3222288,2.6854587
3,4.3132834,1.2666069,6.469058
4,7.9153404,2.7471013,2.4241092
5,4.0670156,1.0795974,6.6600137
6,-0.31111938,7.2482023,4.955625
7,-0.32969734,5.4203124,2.6630285
8,-1.4028755,4.892121,6.0905457
9,3.7773848,2.0798972,7.3701377
10,4.0409946,2.286997,1.2062193
11,2.24221,1.0902643,6.219328
12,3.5201793,3.7958355,2.8537366
13,3.8844569,5.023329,3.729656
14,1.7536833,1.3154184,4.0385776
15,3.527551,3.2809846,4.201744
16,1.7573185,1.0153162,5.8387923
17,3.8614762,3.2927992,3.819666
18,1.2855345,6.1868405,5.397096
19,-0.48065656,4.373532,5.0222907
20,0.73907924,2.544613,2.4409208
21,2.003653,5.037368,6.4006968
22,0.06542912,2.7927642,3.352904
23,4.147251,3.2738776,3.4680068
24,4.843138,0.19877042,5.6817775
25,3.831548,3.557383,3.7786171
26,3.7755067,3.567548,6.8399997
27,3.5805304,2.7395706,1.1682202
28,5.5088444,4.12651,6.022008
29,3.504957,1.2436652,2.102166
30,4.32635,1.7245357,7.3588104
31,0.47723976,6.0534267,6.0452228
32,-0.7097976,3.449434,4.7462597
33,-1.2383543,5.7614894,3.2546062
34,0.048814625,3.4519904,4.0639324
35,0.88146794,4.2749047,6.477286
36,1.9765444,3.7160776,1.8323144
37,-0.48673582,5.6782007,6.362231
38,3.9204729,0.27829987,2.8558903
39,5.3265357,4.2167907,6.1015053
40,-1.5732588,5.457016,4.9849916
41,2.3030438,4.9371,5.5751543
42,0.24377978,3.105569,2.713382
43,1.6551411,3.72089,1.5943195
44,4.2861967,3.227693,4.936132
45,3.0289075,0.74855345,5.013352
46,3.5130017,1.8106334,7.1888385
47,2.8020508,2.5545857,7.2106123
48,2.9759948,3.1838806,1.360477
49,-1.470586,4.908541,3.1077523
50,3.4276779,0.3208737,5.808427
51,4.2834907,3.3424597,3.3745055
52,-0.947906,4.360387,3.336077
53,-0.7534644,5.682103,5.221449
54,-0.09092506,6.4792523,6.220825
55,0.9726831,6.5956254,3.441284
56,0.6203825,4.2336874,4.687535
57,4.9321866,3.2420673,3.2989798
58,4.7795,0.12586766,5.8617754
59,3.7378557,3.7030606,3.1149805
60,0.04309472,2.225686,5.8594537
61,-0.25444186,4.5000334,6.785636
62,1.4822863,4.809728,2.8867621
63,-1.2454224,7.6560597,4.358356
64,-0.11044095,4.9514365,5.375765
65,3.8077261,2.8144233,1.1306373
66,3.8368154,1.8819184,7.166491
67,4.074711,5.280641,3.8436382
68,1.3656051,2.7582436,4.606043
69,2.5460055,5.669079,3.7251823
70,0.6427256,3.5591173,5.0507364
71,4.2174997,2.039327,7.206349
72,6.140123,3.8436284,5.5075154
73,5.3061337,0.45435804,3.1226528
74,4.9821396,3.0781121,3.33918
75,0.72900546,4.920578,3.1773312
76,1.186024,4.323621,2.8215768
77,-1.1392205,4.503289,6.131175
78,-0.15807082,6.785299,5.853435
79,0.30260348,5.5764,2.3766549
80,-0.5464388,3.6136413,3.3383038
81,1.6510642,4.8041706,5.045691
82,1.2721374,4.9053226,4.243307
83,-0.910938,3.259215,4.2082977
84,5.436353,2.4941223,1.0553781
85,5.176042,1.5755602,7.439208
86,-0.5315475,2.653716,5.4588637
87,1.502266,5.597203,3.393992
88,4.8348937,1.6905607,7.382895
89,5.4103975,2.326792,1.1388267
90,0.38568515,5.457967,2.6924114
91,-0.38406944,4.3989925,5.9802027
92,-0.6011986,3.9067802,3.4640813
93,0.68793035,5.673194,5.528686
94,1.5805398,5.106155,3.669618
95,-0.20171623,2.4259226,5.7544084
96,-1.0086465,3.5134037,5.569121
97,5.553387,2.583849,1.1884758
98,5.1112876,1.5322089,7.401127
99,6.2638445,1.6523268,7.4168196
100,8.3657675,2.9286134,1.4128071
101,8.391135,2.1168869,7.2460055
102,6.71495,2.5589747,1.2509708
103,0.5615229,4.4054427,2.0190935
104,0.4517335,2.3992789,3.3410604
105,2.1268897,1.4553777,6.2693357
106,2.4519799,4.3100896,2.727213
107,2.2515965,3.741024,1.7889524
108,1.0098655,3.3617718,7.01366
109,0.43514487,2.9194205,6.677172
110,6.2818565,0.26780263,2.585182
111,8.631316,3.9155338,5.596873
112,6.864213,0.24497895,2.4372103
113,0.8257789,5.2846828,3.6858552
114,2.1098607,3.0767403,1.4286388
115,2.3552928,2.4333837,7.262453
116,0.40697956,4.495026,2.851222
117,3.003264,4.300204,3.8264441
118,2.262788,1.4798986,5.3040066
119,2.7367725,1.9484665,3.0535946
120,3.6520092,4.7516804,5.3241096
121,3.3801565,4.4419513,6.3727026
122,3.5677428,1.6050504,6.851426
123,5.148267,1.7022598,1.6990833
124,4.985555,2.8566017,5.62047
125,2.3833256,2.1162663,5.502112
126,3.587245,3.284421,1.3669314
127,2.7001672,2.0545547,6.590375
128,-2.152979,5.282218,5.2088532
