,0,1,2,3
0,0.007351243073742353,-0.003162384265399165,0.0038589717409740487,0.001507211993053481
1,-0.0073691716748554015,0.0044293799316976745,-0.002354119669338406,0.0024853123626749074
2,-0.010688816141161794,-0.0007567625929376653,0.0002963968208158363,-0.0026439521252950016
3,0.013511191487894703,0.013272772091085905,-0.0038499934128455315,0.018722795170019957
4,0.003248875990917721,-0.031622248680768905,0.005353451134873399,-0.03633611124117042
5,-0.0011282691719443072,0.016063530174220908,-0.002533899817267038,0.017864911495117042
6,7.587983099632822e-07,0.00109452269225363,-0.00126304799547583,-0.0005526498990899853
7,-0.0007693485397166633,-0.0015548460616185977,0.0012617761886550838,-0.0013901704783410018
8,0.0005516312733049311,0.0012832578339820877,0.0006847099530169487,0.0016703967468703063
9,0.001215222967694718,0.01652482864682092,-0.0017361854104991359,0.0015449768799027375
10,-0.0032303511154760933,-0.016905930129520907,0.0017704142948078427,0.0018723172621992745
11,0.002287514233907384,0.004911024453741142,-0.00209313554733237,0.010693498290310188
12,-0.001247458364433296,-0.004638430738160615,0.00042867304175819854,-0.010238029453036201
13,0.003972592833832778,0.002520141315542901,-0.008908118118961195,-0.0035637979989355806
14,-0.009938038370699953,0.0021099475664771994,0.0036710243847184465,0.006012881408538728
15,0.008306717930503194,-0.005049930754203125,0.007552111691196739,-0.006029008302857353
16,-0.0011455350207802972,8.181565909071153e-05,-0.002257162279954983,0.009950127134843001
17,0.004772453118083941,-0.0014412262421528155,0.00703311481959723,-0.011889871220304382
18,0.0030045004501539907,-0.0006767335448425449,-0.0023167252221756307,0.0008723500406797591
19,-0.0017844566939140272,0.001520492037714316,-0.0027058985717633988,0.00041468168464930955
20,-0.005144302759118258,-0.0030849005581892186,0.0018836684384249125,-0.0003034870500679965
21,0.0052239245526291,0.002442809555171621,2.3368442291893388e-05,0.0007657679690029617
22,-0.004741250688585552,0.0005186318129037915,-0.0034449994494507585,0.0010286912894317268
23,-0.0007533127498238201,0.0009619727630623132,0.003399398476044091,-0.01431817985468875
24,-0.013865385163630783,0.0010021049408370786,-0.006856946608119863,0.026477988270650066
25,0.004274307895301366,0.003833352223494124,0.0032811865554349673,-0.011387943515909438
26,0.01079260671168214,0.008244728636744192,0.0015103069364044153,-0.0018748814281166482
27,-9.39392348233703e-05,-0.013672106805965978,-0.00016044013699900717,-0.0009336467965574968
28,0.021570302676364506,-0.006223481644159978,-0.000397459289183999,0.0019268842278616916
29,-0.021034723091492236,-0.014525083004798489,0.0020925737105943476,-0.0035635843387997745
30,-0.002198121418842458,0.020477773541101918,-0.0012959389645099684,0.002425289034291289
31,0.0022824048810097253,0.0007266392259310805,0.0005669230884528531,-0.00022925836225029528
32,-0.0018859831632873636,0.0010108095724450372,-0.0015032484761841047,0.002074420605043148
33,-0.0016293712849653197,0.00010026975015309247,0.0006651722342598809,-0.0012498873197204219
34,-0.0036377590918492686,0.001887022740492128,-0.0046596888768042355,4.262547789934956e-05
35,0.0018604260602752554,0.003324117057773357,0.002627760173742999,0.0013014963066502183
36,0.002452018973912562,-0.007296481061119131,0.001814992504113544,-0.0027722268842840236
37,0.0014498785979966122,0.001467933378627606,0.0005213405104913527,0.0012108010452522855
38,-0.021581735843866134,0.001005736805274715,0.0001719187764916974,0.00047610759885774456
39,0.020299583489793882,-0.001583145762952931,-0.0005595949388443877,-0.001134103197020675
40,0.0003947980024059383,-0.0008050518107767246,-0.0011889090917249767,0.0015509640340103381
