,0,1
0,14.223529,-0.42474174
1,11.853532,1.0271868
2,12.852829,1.356297
3,13.976424,-2.6119058
4,10.552868,0.52133733
5,10.027488,-0.16769978
6,11.4737215,-0.33474466
7,11.795907,-1.8103802
8,12.886228,0.7971893
9,11.94293,-0.995899
10,13.555782,-1.9080242
11,13.565132,-1.7428973
12,13.314385,-2.1620646
13,12.180677,-4.217721
14,12.102985,-2.5622373
15,11.380172,0.5667535
16,11.984792,0.90494525
17,11.982417,-1.5410396
18,13.243067,-4.2908826
19,11.940918,-3.289086
20,12.022719,-2.864432
21,13.037199,-3.2079365
22,12.616716,-0.61799234
23,10.811154,0.89096546
24,10.884452,0.8758653
25,13.586041,-2.8898628
26,12.803679,-1.9943376
27,12.950336,-0.05245572
28,12.611278,-0.53990966
29,11.805186,0.9669891
30,13.298471,-1.3546431
31,12.067946,-2.0266523
32,10.885389,0.38937193
33,11.207055,-0.5526655
34,13.501406,-2.6479247
35,13.77952,-2.9061265
36,13.490667,-4.530395
37,13.412513,0.44550028
38,11.579524,-2.0730326
39,13.259368,-0.34518802
40,10.739709,-1.9354455
41,12.022216,1.4567686
42,11.129842,0.0789035
43,13.880893,0.39019793
44,11.880509,-2.3156743
45,12.002566,-0.2711652
46,11.408565,1.3120873
47,13.047433,-1.3887453
48,10.287743,-1.524028
49,11.029594,-3.203259
50,10.521639,-0.7016096
51,13.087383,0.048402764
52,11.497568,-1.9565196
53,11.936828,-1.5022572
54,11.004415,0.6363574
55,10.814963,0.35672027
56,13.646118,0.43801683
57,12.29434,1.0827762
58,10.101984,-1.2233944
59,13.5736,-1.7387649
60,14.033621,-3.142267
61,12.280383,-4.107995
62,12.938605,-3.8931425
63,9.70117,-1.8661981
64,12.478695,0.31660423
65,12.729706,0.9347612
66,13.148768,0.711739
67,13.483043,-1.6367173
68,13.105591,-3.7908678
69,10.987839,-2.9917324
70,11.365837,-0.5150091
71,12.094515,-2.7439663
72,11.103574,-3.1973376
73,10.645993,-2.0187063
74,11.521688,-3.6000876
75,9.842007,-1.599914
76,11.606821,-0.23370081
77,12.898415,0.2071025
78,11.746045,-1.8604169
79,11.249511,-2.6748936
80,12.796425,-2.3268228
81,11.240935,-1.2933123
82,10.348372,-2.189642
83,11.848949,-3.652993
84,13.870872,-0.6571625
85,12.452982,-2.8661518
86,10.093862,-1.6314595
87,12.465412,0.21688269
88,13.044033,0.7614404
89,12.212078,-3.8334987
90,12.231675,0.23350999
91,11.472157,-0.5085134
92,10.834033,-3.175336
93,10.61571,-2.19571
94,11.2013855,-0.022421552
95,13.7130785,-1.2763666
96,12.500053,-1.2615641
97,12.434074,-0.85158086
98,11.739421,1.4454215
99,11.3384,-2.1597402
100,10.301689,-1.5109924
101,12.220694,-3.106577
102,13.73023,-3.7456079
103,11.505723,-2.511184
104,12.146577,-2.3430505
105,12.665328,-3.3369534
106,13.832324,-3.6683474
107,11.068728,-2.4534523
108,13.716755,-2.7544842
109,11.002451,0.40868056
110,9.888423,-2.0792813
111,10.239713,-1.035967
112,11.117327,0.058681387
113,10.407747,0.35509977
114,10.534603,0.7071329
115,11.894603,-2.3160214
116,10.210338,-1.4367421
117,13.53036,-3.9241002
118,11.386841,-1.7629371
119,14.029069,-0.52086806
120,10.4450445,-2.2738934
121,10.739809,0.3763176
122,11.340699,-0.9199652
123,11.055395,-1.7873521
124,12.546685,1.3570096
125,12.64166,1.3372887
126,10.76234,-0.094561234
127,13.201257,-2.9689817
128,9.897796,-1.7673215
129,12.377388,0.039669976
130,11.762851,-3.940299
131,12.129722,-2.6299243
132,11.596581,-2.6476233
133,10.492053,-1.4772564
134,12.25853,-3.9284537
135,12.969068,-0.93443936
136,12.472997,-2.7474787
137,11.706637,-3.2024488
138,10.362121,-0.05967839
139,10.574524,-3.065167
140,12.63893,-2.3520164
141,13.403626,-1.9118075
142,13.352539,-1.9543339
143,13.274887,-1.188105
144,10.761962,-1.1242136
145,12.48842,-3.3723636
146,11.213305,-1.2863196
147,13.804141,-1.4189163
148,11.114115,-1.046193
149,13.293801,0.2334018
150,11.467408,0.9122795
151,10.587726,-1.1939399
152,10.906368,-0.5295662
153,10.492295,0.48257402
154,11.440506,-0.8843158
155,11.242535,-1.4666778
156,10.866076,-2.5406966
157,9.833703,-1.7317832
158,11.37654,-0.27530327
159,13.940381,-0.81952256
160,12.500506,1.2249593
161,10.639683,-2.0255504
162,11.570506,-1.2362448
163,11.0473175,-2.3138998
164,10.983479,-2.5681117
165,12.028586,-3.922459
166,11.152628,-1.6936904
167,10.824062,0.8490794
168,10.060985,-2.219981
169,14.063908,-3.2629433
170,13.851874,-2.7660577
171,14.355372,-2.041629
172,10.976006,-3.8527627
173,12.067808,-2.2191987
174,12.93148,-2.2105532
175,13.679419,-1.2403514
176,11.930908,-0.6473042
177,12.29687,-3.9091725
178,11.096121,-0.30042654
179,10.359959,-0.8562559
180,10.049415,-1.0624421
181,11.946437,-0.23824994
182,9.768067,-1.1654682
183,10.256579,-2.419567
184,9.871089,-0.53071046
185,13.643352,0.88500017
186,13.206977,-1.3967234
187,10.139061,-1.8683867
188,10.452046,-2.4070737
189,10.738538,-2.0171263
190,11.878554,0.09090204
191,13.197664,-1.6825538
192,11.219317,-1.2308654
193,10.474314,-0.20277025
194,12.8484745,-2.2008607
195,11.191891,-0.8657374
196,12.123056,0.9159682
197,12.360782,1.4975015
198,12.773869,-0.072237395
199,10.6137,-2.8503258
200,13.476669,0.12583873
201,11.383951,0.24143972
202,12.486536,0.6523415
203,11.480963,-3.0130627
204,10.278556,-0.8117575
205,11.656358,0.17938307
206,10.069049,-1.4655055
207,12.226732,-0.27567402
208,11.280417,-0.33815795
209,10.487866,-1.439665
210,9.840556,-0.82883626
211,10.7432165,0.56939036
212,11.114573,0.07732761
213,12.270018,0.95598274
214,10.927399,0.6649092
215,10.5098915,0.0531556
216,14.258726,-1.960325
217,11.247755,0.6107913
218,10.14465,-1.9074519
219,11.829402,-1.4530044
220,10.73041,0.7910628
221,11.999917,-0.1519055
222,11.393873,-3.4481773
223,13.56799,-1.5251781
224,13.8447895,-0.625956
225,12.703617,1.4187729
226,11.491814,0.3882444
227,10.60819,-0.9693872
228,11.353561,-1.4230181
229,12.36161,-2.2497056
230,10.495095,-2.124254
231,11.229477,-0.25685585
232,13.444347,-0.30395553
233,12.942377,-0.44702289
234,10.894057,-0.27318716
235,10.867825,-1.6281998
236,10.419073,-0.82637435
237,12.694902,-0.9499792
238,11.352227,0.95297027
239,13.405527,-2.7481377
240,13.201099,-2.615407
241,13.508002,-3.725165
242,13.433798,-1.0767348
243,11.72776,1.0942628
244,12.913754,-1.1142987
245,12.809669,-0.4442368
246,13.11279,-3.1131012
247,13.511712,0.27271834
248,11.865938,0.7846267
249,10.106991,-0.3879081
250,13.671472,-0.5787151
251,13.432682,-0.61373645
252,10.356701,-2.9114864
253,10.9692545,-3.466931
254,10.380843,-0.6002367
255,10.98491,-2.4450667
256,11.627846,-0.61119026
257,9.712381,-1.4155871
258,11.744548,-4.0290174
259,10.927103,-3.5405834
260,10.121358,-1.4093361
