,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
681,5,4,8,3,3,8,7,0,8,5,1,8,6,2,7,11,5,7,6,4,12,6,3,8,4,4,5,10,13,10,11,13,8,4,1,7,7,5,3,7,10,13,14,12,14,7,9,8,11,18,9
682,11,7,14,6,5,12,5,6,14,1,6,12,10,6,11,14,10,9,10,13,11,7,10,9,12,12,14,11,8,3,14,13,10,7,10,12,7,8,6,9,10,10,11,10,9,8,14,10,13,12,10
683,11,10,8,16,11,13,8,10,11,6,12,15,12,20,12,6,9,9,10,8,9,8,13,14,10,15,13,13,14,12,10,10,9,11,10,7,14,12,14,14,14,9,13,14,12,12,15,13,12,15,13
684,9,11,14,10,9,13,13,11,16,10,10,11,10,10,12,11,13,18,12,12,15,15,17,12,11,15,18,12,7,12,8,14,10,12,13,13,10,13,14,12,13,11,7,9,12,7,8,9,14,14,15
685,11,18,15,13,16,7,10,13,10,12,15,15,14,17,17,7,9,8,20,10,13,4,8,11,18,17,8,18,10,7,12,11,11,9,12,12,9,12,16,8,13,9,12,10,20,11,8,14,14,12,11
686,5,10,9,5,8,13,10,7,16,10,14,16,9,13,9,7,12,12,12,14,10,14,14,13,12,10,13,11,12,13,9,3,12,9,8,15,8,9,11,8,14,15,10,9,14,17,13,13,12,13,16
687,4,11,12,5,8,16,11,8,10,4,5,11,13,10,11,9,6,7,9,10,7,14,7,11,6,11,8,16,15,15,12,5,12,19,14,15,7,10,12,11,8,8,14,8,12,13,7,14,11,13,13
688,5,0,12,9,2,12,11,0,12,8,5,9,8,2,10,11,8,16,8,5,11,14,4,9,14,10,13,6,5,10,11,15,13,9,2,14,11,10,11,9,5,15,8,7,14,6,4,16,11,11,19
689,6,0,13,2,0,11,5,0,11,6,2,11,8,4,10,8,10,16,8,9,11,10,10,10,12,8,22,14,13,20,10,6,7,15,17,10,12,14,11,8,7,14,13,11,19,13,10,6,11,8,7
690,5,0,14,9,1,8,8,4,13,12,2,12,10,3,7,15,5,16,12,4,16,11,8,15,15,4,13,7,8,13,9,10,17,7,8,14,11,7,11,11,3,16,12,4,15,5,8,10,14,6,12
691,8,1,10,11,6,14,12,3,13,13,5,14,5,3,13,5,2,12,9,0,15,5,8,8,5,0,15,13,7,11,5,2,13,1,6,16,4,8,16,7,11,13,1,8,17,10,10,9,6,11,16
692,12,3,14,9,5,15,8,6,12,6,5,9,10,8,12,5,8,16,8,8,11,10,17,13,6,6,17,11,9,7,10,10,15,6,10,8,13,6,7,13,14,11,11,14,10,13,20,8,13,17,9
693,9,8,10,10,8,8,10,7,13,16,6,14,14,8,9,13,18,18,9,6,8,11,8,11,12,8,14,8,9,10,12,8,11,11,8,8,15,10,19,8,15,13,12,14,12,11,15,9,13,10,9
694,8,12,9,11,8,11,12,7,13,18,12,14,11,10,11,6,8,12,8,10,15,11,13,14,9,15,15,11,13,11,9,12,13,9,13,10,15,10,11,12,12,13,11,13,15,16,14,9,13,11,12
695,7,10,12,9,10,12,6,14,16,8,12,14,11,14,18,11,7,11,16,13,15,15,14,16,12,15,17,12,14,16,13,13,11,8,16,17,11,13,12,12,16,11,14,12,13,14,8,13,11,14,12
696,14,10,9,15,9,17,12,9,9,7,10,11,10,17,16,8,4,10,9,10,5,13,17,15,14,16,13,13,12,15,14,11,9,14,8,6,12,7,15,13,12,15,17,17,11,13,9,11,13,18,8
697,5,11,12,8,5,9,7,11,9,8,7,9,9,10,17,6,14,14,7,8,16,10,11,14,7,13,16,9,10,12,10,12,7,13,15,10,14,14,15,15,11,10,15,12,7,9,16,16,12,17,8
698,1,9,13,1,11,17,1,13,15,5,14,8,8,14,11,11,17,11,3,12,14,2,8,10,7,7,8,10,7,12,14,12,12,10,14,12,17,15,14,9,12,12,9,15,11,13,10,13,9,13,15
699,0,8,14,0,8,16,0,14,16,0,11,11,0,10,14,0,9,14,2,13,13,5,17,15,4,10,16,5,10,12,4,6,13,12,13,11,10,7,15,8,14,17,9,7,18,14,8,8,15,17,16
700,2,8,14,4,6,14,2,6,14,4,10,10,5,9,17,6,12,17,2,13,17,2,14,17,0,13,18,4,8,8,0,17,18,6,9,12,6,12,13,12,8,14,3,6,10,9,8,18,8,12,18
701,0,2,16,0,6,18,2,16,18,2,10,14,2,7,15,4,2,10,0,8,18,0,9,10,0,10,21,8,6,14,0,8,13,10,8,14,2,13,17,6,13,11,9,14,12,13,10,18,7,11,14
702,0,0,19,3,4,12,0,0,17,1,8,16,7,0,16,5,7,8,4,4,13,11,9,14,6,12,12,16,7,18,7,10,12,8,9,13,2,5,17,12,10,9,8,9,15,13,13,13,4,5,16
703,6,5,18,10,6,12,14,4,17,9,9,6,17,7,15,12,9,10,12,7,14,10,10,16,8,14,8,11,12,7,11,13,9,5,13,10,7,15,15,10,7,13,9,8,7,9,10,13,9,4,10
704,19,16,17,17,9,17,15,9,18,10,2,14,12,8,16,10,8,9,10,8,8,10,11,12,10,7,12,14,11,10,16,12,18,12,14,11,10,13,16,18,12,16,11,12,11,8,14,7,8,11,10
705,12,12,12,9,11,9,13,8,13,8,6,10,10,12,8,13,14,17,11,8,9,22,9,18,18,18,14,12,7,16,11,10,14,9,15,11,9,10,7,9,10,14,9,12,12,12,11,12,15,14,16
706,9,9,15,12,8,12,8,9,8,11,6,9,14,12,12,11,14,9,14,15,16,16,12,16,9,12,15,11,12,11,10,7,9,9,11,10,12,13,8,14,11,11,10,12,13,13,11,17,13,13,13
707,12,6,10,12,6,12,12,14,11,6,4,7,12,6,10,12,11,8,8,12,9,12,8,13,8,10,8,11,10,11,9,5,11,8,12,10,10,17,11,3,9,7,7,10,7,15,12,16,13,8,7
