,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
421,10,14,14,10,6,10,11,15,17,11,16,11,13,10,18,12,12,13,15,21,16,14,15,13,15,9,13,9,11,9,11,18,19,11,11,13,13,11,13,12,17,11,8,10,9,8,8,8,11,11,16
422,10,14,12,11,7,13,14,12,12,14,12,16,15,13,14,14,15,8,12,14,14,7,13,9,14,15,14,11,16,13,10,17,9,16,13,14,13,11,11,15,18,14,11,14,12,21,16,19,12,17,11
423,5,15,7,14,15,18,14,15,16,14,17,16,12,12,9,15,20,17,12,12,14,17,19,13,9,14,10,9,16,12,9,13,13,20,12,17,16,17,14,10,17,10,11,12,11,16,20,17,17,13,13
424,10,15,11,16,13,16,13,17,11,14,10,12,12,23,11,12,13,10,17,8,16,16,13,12,11,18,12,15,20,17,16,17,14,8,11,8,11,17,14,14,15,14,11,10,9,10,11,10,12,17,10
425,12,9,12,15,17,13,15,21,14,14,12,13,10,14,9,15,13,14,13,10,18,12,9,14,9,16,7,14,16,12,13,16,9,15,14,19,8,11,7,16,12,13,16,13,16,14,17,15,14,15,12
426,14,11,12,12,8,12,14,17,15,9,12,11,15,12,13,11,15,10,14,10,16,12,15,14,9,10,13,17,20,17,15,13,15,9,12,13,17,19,17,8,13,15,5,10,7,12,12,10,8,12,8
427,6,6,6,10,14,10,7,10,7,9,8,14,7,12,12,13,10,12,6,15,9,10,12,6,8,12,6,11,9,13,12,18,12,9,18,9,8,7,8,7,14,5,6,9,6,9,6,6,11,12,12
428,7,10,7,9,6,7,11,13,11,18,7,17,10,12,13,10,6,12,9,11,15,16,13,18,8,9,13,10,10,14,11,9,13,13,11,13,13,11,16,13,15,13,12,16,16,18,11,18,13,10,14
429,4,15,10,10,9,6,8,14,10,8,17,16,6,14,14,10,11,12,8,11,11,15,9,17,8,14,8,10,12,12,9,11,13,7,6,5,11,11,11,13,12,15,13,10,11,15,14,15,19,13,15
430,13,17,19,12,14,14,12,16,14,12,11,10,14,13,20,10,11,12,8,11,14,9,10,13,14,14,12,9,11,11,10,12,12,6,9,12,7,9,9,12,18,16,13,13,11,10,12,8,9,8,7
431,16,18,14,8,19,17,14,18,17,7,17,15,10,13,15,10,9,16,11,14,16,12,10,10,17,16,15,9,6,13,10,18,10,11,18,11,11,11,13,12,9,11,13,15,17,8,11,8,10,10,12
432,0,18,16,2,14,11,0,15,13,9,10,12,10,10,8,7,9,11,13,9,10,10,10,14,4,8,11,10,9,8,9,14,14,7,8,12,3,11,5,16,15,15,5,10,9,12,11,12,7,6,9
433,0,14,20,2,15,18,0,14,18,8,12,16,6,12,12,15,12,14,3,13,12,8,14,8,4,10,7,9,9,10,4,17,21,13,9,12,8,17,12,14,16,16,0,11,12,9,12,9,10,10,10
434,12,15,8,6,16,11,8,13,7,12,15,14,6,11,13,9,12,11,11,13,18,16,17,16,10,18,13,11,9,17,15,12,11,12,13,14,10,16,12,7,12,7,15,8,15,12,12,13,10,20,12
435,9,19,19,8,18,18,8,16,24,8,14,15,13,15,15,10,16,10,6,14,14,14,15,20,11,16,14,10,9,17,11,10,15,9,13,15,13,14,14,15,10,17,11,13,19,11,12,13,13,11,15
436,6,13,13,4,18,14,2,14,16,5,13,15,3,13,15,4,17,20,6,10,20,9,11,16,0,4,10,8,12,12,11,12,14,16,11,17,12,11,13,12,13,15,2,15,16,8,7,8,8,16,12
437,7,14,9,8,15,12,10,19,19,14,14,12,7,16,16,15,14,12,5,13,13,8,8,13,8,9,13,13,10,8,12,12,12,14,13,17,7,11,13,12,8,13,8,17,11,8,17,11,11,10,12
438,5,13,16,0,15,15,0,15,19,6,14,16,4,6,11,11,19,17,4,14,14,7,13,17,5,15,9,5,18,14,10,11,12,9,14,14,6,14,16,12,13,11,0,11,13,17,13,12,10,7,5
439,4,10,14,2,17,14,6,15,15,6,13,9,7,12,11,6,15,15,4,15,13,3,12,12,4,13,13,7,18,18,6,10,19,9,13,13,9,16,9,14,11,15,11,12,12,17,13,20,14,8,10
440,15,14,18,13,10,8,13,11,11,5,18,15,9,13,11,14,13,10,11,11,13,7,7,14,17,13,11,12,18,12,6,16,12,14,15,18,8,12,12,14,7,14,10,5,12,12,10,10,10,9,7
441,13,17,13,12,13,9,12,15,10,10,11,12,8,14,15,14,8,14,10,14,13,12,13,11,11,17,17,9,16,14,11,13,13,9,10,8,10,10,11,6,8,9,12,11,11,9,12,9,14,14,14
442,16,7,11,17,10,16,14,7,7,14,12,10,17,12,13,17,14,10,12,12,12,8,10,11,17,10,9,11,14,10,10,14,10,6,17,11,11,13,15,16,14,11,16,14,9,7,11,11,7,12,14
443,13,16,9,16,18,12,9,15,8,18,16,18,11,17,13,14,9,11,13,17,16,12,13,11,8,18,8,10,7,15,9,7,7,17,12,14,9,13,9,7,6,9,7,13,8,11,14,11,14,17,12
444,11,12,9,11,10,18,16,11,10,14,11,5,9,14,10,16,10,12,11,10,8,18,16,12,9,12,13,9,9,11,11,11,15,11,13,14,10,9,12,7,16,12,17,18,15,11,18,15,12,10,12
445,13,16,14,18,16,13,12,12,14,13,14,12,9,21,15,10,7,9,9,19,11,11,9,11,5,15,11,9,9,11,12,7,13,13,11,12,8,11,10,5,8,12,16,12,14,6,14,6,11,18,10
446,9,16,12,11,11,7,10,12,9,13,13,13,17,12,12,11,12,7,9,16,12,12,15,13,15,12,11,11,19,16,8,9,15,13,13,13,8,13,13,12,11,12,10,14,14,15,12,13,10,13,13
447,13,11,15,9,9,11,12,8,17,12,16,13,8,19,21,12,15,13,12,14,14,12,16,12,11,12,8,10,16,11,8,16,16,12,10,10,14,15,16,11,12,17,13,12,12,16,18,14,9,16,12
448,13,15,13,9,14,20,17,12,16,8,17,19,11,21,9,13,13,16,9,5,10,15,15,13,8,14,14,16,10,8,17,11,11,12,8,14,17,14,13,9,15,14,9,18,22,12,10,14,12,12,13
449,12,10,10,12,16,12,8,10,12,13,12,10,9,12,15,7,12,10,12,12,10,6,15,6,10,14,11,16,14,8,9,16,14,7,14,6,8,12,11,5,13,7,11,9,11,11,9,11,6,13,15
450,13,12,15,11,19,16,12,18,12,11,13,11,11,15,8,15,18,15,8,12,12,9,13,9,15,13,15,10,14,17,14,13,10,14,13,15,5,14,14,11,13,13,9,15,17,12,16,10,8,16,9
451,8,19,9,13,15,15,16,19,18,11,13,7,14,17,14,8,13,14,16,20,17,12,16,21,17,19,17,13,6,12,17,15,17,16,12,18,12,20,16,14,15,16,7,11,11,16,13,12,9,14,13
452,17,14,16,10,16,14,14,15,12,16,14,11,10,15,13,16,17,20,11,14,13,17,13,17,10,9,14,13,19,14,13,11,17,16,16,14,15,9,13,12,12,11,15,9,11,17,13,16,10,7,11
453,15,13,14,15,18,17,14,16,11,12,11,11,11,12,14,12,13,11,11,18,18,15,21,17,12,14,18,12,15,11,10,16,14,12,11,12,10,8,9,16,14,17,17,12,15,11,12,12,6,10,8
454,12,12,16,7,15,11,10,14,16,12,18,12,8,14,14,5,8,7,12,16,16,13,11,14,17,14,16,13,12,10,9,12,11,8,11,14,12,16,10,10,17,8,15,16,17,14,22,18,8,12,12
455,13,12,7,11,18,13,9,12,12,12,17,17,13,14,14,11,13,13,11,14,12,8,9,9,15,16,13,10,12,10,11,9,10,6,16,12,10,15,11,16,16,18,11,11,8,12,14,15,12,15,18
456,18,9,12,11,12,12,12,13,16,6,12,11,12,17,9,11,10,4,8,15,17,10,11,7,9,9,8,11,13,17,12,14,13,8,14,10,11,19,16,9,10,9,15,16,14,12,13,12,10,11,13
457,12,16,9,13,16,11,13,14,12,7,10,11,9,15,9,19,12,12,13,10,18,13,16,15,8,7,12,16,15,16,17,16,15,8,10,8,8,12,12,12,13,12,11,13,10,14,12,12,12,11,11
458,11,10,8,11,11,10,10,9,9,12,13,16,14,11,11,11,10,14,10,13,11,8,11,12,10,14,6,9,14,14,10,10,12,5,15,13,14,16,14,11,7,11,7,13,12,13,8,13,13,13,10
459,11,14,13,16,11,11,15,14,16,12,11,9,17,14,14,9,13,16,6,17,10,12,18,15,10,10,14,9,11,11,12,11,13,10,14,10,11,11,16,10,13,12,6,8,9,13,11,15,8,14,16
460,5,12,12,11,14,9,6,12,13,10,15,11,10,14,14,7,12,16,10,16,13,6,13,20,10,13,12,11,6,12,18,12,16,12,14,12,11,9,11,14,11,10,7,12,16,8,6,12,8,16,13
461,8,15,11,10,8,12,6,9,11,9,13,15,13,14,10,12,9,6,5,14,9,12,14,11,11,11,11,11,16,12,7,18,14,8,17,10,9,10,8,8,16,11,13,10,11,13,10,12,11,12,12
462,10,11,9,4,16,18,10,13,14,14,13,11,13,17,17,10,14,16,5,11,12,12,12,12,8,11,14,14,10,7,7,13,17,6,15,8,7,11,9,9,9,9,10,12,12,12,13,10,9,11,14
463,8,10,10,14,6,7,13,15,8,2,10,11,9,16,12,10,11,10,16,7,13,12,12,14,15,17,11,8,8,9,8,16,13,17,19,13,9,12,9,10,8,4,11,15,16,13,11,11,13,16,17
464,12,9,7,7,10,9,10,7,6,15,11,8,12,13,12,13,9,5,14,13,7,11,10,10,16,11,21,13,10,8,7,9,9,12,13,16,7,15,16,13,14,11,8,12,12,14,17,12,15,15,9
465,8,13,14,8,14,14,12,11,12,12,10,14,6,17,13,7,17,16,17,11,13,12,12,15,10,9,10,11,11,10,8,13,10,11,14,10,19,11,15,6,12,12,10,11,14,15,12,15,14,12,12
466,12,14,19,9,11,9,10,11,8,9,13,13,9,15,11,10,10,9,14,14,14,11,14,15,15,11,11,12,18,16,12,15,16,17,16,19,13,11,11,12,20,17,15,12,11,21,13,21,9,11,9
467,14,12,14,8,9,11,13,12,10,8,12,14,7,9,13,11,9,15,9,12,18,13,11,12,10,15,11,11,16,15,11,13,15,10,7,12,9,17,11,10,14,12,11,16,11,13,15,13,12,6,8
468,12,12,15,12,11,11,6,10,10,5,6,4,12,10,10,11,13,11,11,15,15,12,19,14,15,10,6,8,14,11,11,11,10,14,14,18,4,12,12,16,17,14,10,15,15,10,8,10,18,10,13
469,9,9,14,9,12,16,3,12,8,7,9,11,13,15,13,16,12,13,10,12,7,8,15,10,14,12,14,11,11,13,9,11,13,12,16,13,7,16,15,11,8,13,9,13,11,15,21,17,11,15,13
470,10,12,15,6,13,13,12,15,13,8,14,12,11,7,8,8,18,11,6,16,5,9,15,16,9,8,11,17,10,12,12,12,12,11,17,12,10,7,8,8,12,10,14,13,14,11,14,12,14,12,14
471,5,9,9,5,15,9,6,13,13,9,9,9,11,11,11,14,8,9,8,11,14,5,13,11,10,16,9,10,16,12,9,12,9,18,14,13,12,12,13,12,11,11,5,11,15,9,14,11,15,16,17
472,12,12,12,8,10,13,5,6,10,7,13,14,10,7,10,10,10,9,13,10,13,15,15,9,14,11,11,11,12,13,8,6,12,11,15,11,9,13,16,12,12,12,16,13,11,14,16,16,15,19,16
473,4,10,7,10,6,5,8,6,7,12,14,10,11,9,9,9,11,10,8,11,11,9,8,13,5,15,8,9,15,13,10,11,7,12,14,13,12,17,20,7,14,7,10,11,15,10,13,12,16,12,14
474,4,10,10,9,11,12,10,8,12,9,7,7,7,13,9,10,13,9,7,9,10,8,16,15,14,18,12,11,11,13,7,18,13,11,15,11,9,11,10,6,17,16,10,8,7,14,14,10,7,10,7
475,11,10,14,8,5,9,10,10,8,11,14,12,13,16,12,18,13,12,11,13,16,5,12,11,10,19,13,9,9,15,10,17,11,10,10,14,9,12,13,11,9,17,13,17,16,8,12,8,6,13,10
476,5,13,9,10,9,10,8,8,7,7,8,10,7,15,13,5,14,10,20,16,13,8,11,8,9,10,6,12,18,14,13,12,10,9,16,9,16,12,7,13,16,13,14,10,11,5,10,7,10,9,5
477,12,6,12,10,8,8,10,9,11,9,14,12,12,17,16,9,11,11,13,17,17,12,14,10,14,12,16,13,14,13,8,16,10,13,11,9,5,15,9,11,11,13,10,12,15,15,15,17,16,10,14
478,12,9,7,11,10,14,10,10,15,13,15,11,12,13,5,12,11,15,11,12,13,6,15,8,14,16,15,8,18,14,7,9,6,12,12,12,10,14,10,13,18,11,9,12,10,13,16,10,15,14,8
479,6,14,14,9,9,17,6,14,12,14,15,16,2,10,16,8,13,18,5,11,17,11,17,13,11,13,13,8,9,12,15,13,10,14,16,16,12,9,9,10,13,8,7,12,10,13,10,13,11,15,14
480,11,11,11,12,12,14,8,16,13,10,17,19,14,14,13,10,10,13,8,13,12,11,13,9,15,11,10,12,13,13,8,13,8,7,14,11,9,17,13,14,11,15,9,14,14,17,14,17,8,16,14
481,4,13,9,7,13,14,3,15,12,11,13,12,14,6,9,7,12,6,8,14,12,14,14,17,9,11,15,17,10,11,15,11,8,13,13,16,11,12,15,9,15,12,11,12,13,12,18,12,11,13,11
482,9,11,9,9,14,11,8,9,6,6,12,10,15,9,10,12,11,11,14,15,15,12,14,17,7,15,8,12,10,10,10,9,9,17,15,11,16,17,13,5,13,11,12,11,10,10,9,8,13,14,11
483,12,12,7,12,15,11,12,16,16,12,10,17,13,16,12,10,13,13,11,13,13,15,9,10,9,14,14,7,13,15,11,12,8,11,19,11,9,10,12,10,12,14,10,13,21,12,13,16,10,13,16
484,8,13,11,6,6,8,11,17,11,12,12,18,11,10,14,10,13,11,11,16,16,7,13,9,11,4,10,8,13,13,10,12,9,6,18,16,8,12,16,10,15,14,14,8,13,15,11,7,6,11,15
485,9,18,15,16,13,11,15,14,10,17,20,12,13,11,8,12,11,10,11,13,12,10,12,10,14,14,17,12,15,14,14,14,10,10,13,6,8,11,16,8,15,10,15,17,16,14,20,12,10,16,18
486,7,10,10,9,13,13,10,15,14,11,15,14,10,12,14,14,12,11,9,12,12,10,16,12,15,14,10,15,14,15,11,13,12,8,12,10,10,16,9,12,20,14,13,15,20,10,18,10,8,12,12
487,13,18,12,13,10,11,10,14,15,12,8,9,11,9,14,13,15,14,14,8,12,15,17,7,14,13,13,8,13,13,12,8,8,16,12,12,13,13,15,9,11,9,13,14,17,11,13,11,7,4,10
488,15,13,9,14,9,10,6,14,13,5,11,6,10,11,9,10,11,7,9,13,11,15,14,16,11,10,21,8,12,18,10,11,12,13,12,11,9,13,15,13,12,11,12,14,17,11,12,13,15,16,14
489,15,8,6,11,14,7,12,16,12,19,13,18,14,11,9,14,13,9,11,13,13,9,16,14,5,11,9,7,8,8,16,14,16,9,13,6,13,8,11,17,12,9,14,13,14,12,14,10,8,10,15
490,14,15,17,14,13,4,16,13,14,13,11,11,14,15,13,12,16,15,12,10,8,10,16,11,14,12,13,5,16,18,7,9,13,18,19,14,14,15,10,15,18,16,13,8,10,13,7,11,11,18,15
491,13,13,10,15,8,8,10,15,9,13,17,13,9,12,13,14,14,15,13,12,12,13,13,6,10,13,13,12,10,12,14,12,18,18,8,10,7,15,14,10,13,13,12,12,11,7,11,9,11,14,13
492,14,10,11,6,10,9,16,15,13,14,21,16,12,16,16,13,9,11,12,10,8,7,15,8,9,12,18,8,13,16,12,11,17,8,14,7,10,15,9,8,17,6,5,7,13,14,12,14,8,17,8
493,12,8,8,10,10,12,12,9,7,13,11,11,13,9,13,12,13,6,12,9,9,13,18,11,9,10,15,12,13,11,12,7,8,15,17,16,17,12,19,14,15,14,13,5,9,10,13,10,9,17,11
494,8,10,8,11,9,11,7,14,15,10,9,11,15,16,19,15,15,15,13,15,15,12,12,13,16,7,11,9,13,8,11,14,11,8,13,8,11,15,18,11,14,10,17,11,12,12,17,12,13,15,10
495,10,10,12,16,9,12,15,8,12,11,15,14,10,17,11,11,14,12,14,14,13,13,9,12,11,10,7,11,14,14,10,8,14,9,14,8,10,10,10,13,12,10,14,16,13,10,14,12,6,17,13
496,16,11,13,11,7,16,13,17,20,13,16,17,11,12,13,9,18,19,9,14,20,18,14,11,12,14,12,13,10,10,15,7,13,13,12,13,17,9,10,14,8,13,15,17,12,16,12,16,16,8,14
497,7,15,16,10,13,18,11,16,16,14,17,10,14,14,12,6,16,15,16,13,14,6,9,14,11,17,18,17,10,10,9,14,15,10,10,12,8,10,8,9,12,14,13,13,14,11,17,16,10,16,17
498,10,13,11,11,11,14,16,7,9,15,9,13,11,12,16,9,13,18,7,12,13,11,14,15,19,13,14,6,11,17,12,6,8,8,11,12,13,16,14,11,10,9,9,10,18,9,10,11,11,17,17
499,15,17,18,16,16,17,18,11,15,8,12,8,8,9,13,10,15,15,12,8,10,11,14,16,6,10,9,9,16,19,10,7,10,18,18,18,9,15,11,9,16,11,9,11,9,11,20,7,8,17,15
500,10,11,17,12,12,13,14,9,14,11,18,16,14,13,15,11,14,10,12,10,7,10,14,11,13,19,10,16,12,10,11,11,10,9,14,16,5,17,10,5,14,10,8,15,12,7,17,10,9,12,16
501,12,12,13,14,8,15,14,12,9,9,14,18,16,16,11,15,7,13,10,15,10,12,14,13,13,16,12,12,11,14,17,12,19,11,12,15,9,15,12,13,11,15,18,22,14,9,15,9,7,15,16
502,14,14,11,10,15,14,10,13,12,3,15,15,10,10,11,14,16,16,6,10,14,10,18,14,6,6,8,13,14,14,11,11,11,10,15,15,8,12,13,14,12,16,7,14,12,11,13,13,12,16,15
503,8,10,12,10,13,14,6,12,10,4,6,10,11,12,14,11,10,7,16,11,11,7,19,21,11,11,12,15,14,20,8,11,12,12,17,15,10,14,11,12,15,13,10,6,10,9,14,8,10,9,11
504,13,8,12,13,10,12,12,13,15,14,13,11,12,13,12,12,10,9,11,14,13,13,10,8,12,14,11,15,7,12,10,14,11,8,10,10,14,12,10,11,13,10,12,9,8,10,15,7,11,17,11
505,10,11,11,14,8,8,4,12,14,4,14,10,9,11,13,11,10,12,15,10,11,6,16,7,16,16,11,10,11,6,15,11,9,8,16,10,14,5,9,11,16,15,7,8,7,11,11,11,8,16,7
506,9,7,9,12,10,10,5,15,11,6,10,10,9,13,11,5,8,10,6,13,9,7,11,11,5,9,11,9,16,13,12,10,9,10,11,14,7,13,21,11,9,11,4,15,13,11,13,17,15,9,16
507,5,12,12,4,12,10,5,11,13,6,11,10,6,10,14,6,13,10,0,15,17,5,13,10,13,11,5,5,12,12,9,8,12,13,9,13,9,14,8,11,9,11,11,7,10,11,5,11,8,8,14
508,4,4,6,2,12,12,2,10,9,3,15,19,4,13,12,2,13,8,4,12,12,2,10,16,11,10,16,4,4,14,6,12,15,4,8,12,3,4,17,11,15,14,2,14,14,9,9,14,8,7,11
509,7,16,19,2,17,15,2,14,11,5,16,5,4,12,11,0,13,17,2,12,10,0,12,11,0,12,12,8,12,10,8,11,15,6,14,10,4,12,13,13,9,9,2,11,10,14,8,15,10,15,16
510,4,15,17,2,13,15,5,15,19,5,17,15,7,11,15,6,14,15,2,14,14,7,13,10,2,20,14,9,14,15,10,10,14,6,15,14,10,9,12,8,17,14,8,11,12,13,15,13,10,17,15
511,4,8,8,3,14,16,7,10,12,6,8,15,5,10,15,6,13,14,0,9,9,2,15,14,5,10,12,7,8,8,11,15,16,10,11,18,7,9,13,13,7,19,10,15,13,13,11,16,9,10,5
512,0,16,18,0,14,14,0,17,15,4,12,13,0,17,18,7,20,16,2,17,13,6,19,11,11,14,12,6,14,14,9,15,11,6,15,10,2,10,16,4,12,5,14,9,15,19,12,20,9,4,9
513,0,18,18,0,12,16,0,17,17,0,16,12,0,10,12,0,14,16,0,13,17,6,11,11,6,17,18,8,16,11,2,14,14,2,11,14,2,15,15,5,11,13,2,10,19,2,15,15,4,8,14
514,2,18,19,0,22,23,2,18,18,3,21,17,0,14,12,0,12,14,8,13,19,8,19,20,1,7,16,7,12,11,3,13,15,2,6,15,2,20,15,6,13,15,2,9,11,4,12,14,5,5,12
515,2,12,17,2,14,17,2,12,14,2,11,15,4,15,12,10,10,12,10,11,15,4,12,10,10,9,13,15,17,14,12,13,15,4,9,11,5,14,18,6,9,8,10,13,15,2,14,8,9,13,14
516,3,19,16,2,14,14,2,16,16,2,18,16,3,23,20,6,16,13,10,14,10,9,14,10,7,13,14,11,15,15,10,13,15,4,8,18,4,11,18,9,13,13,6,12,14,2,11,13,6,11,11
517,0,8,12,0,10,12,0,12,15,0,14,13,2,9,11,3,12,16,4,12,18,9,10,10,4,14,12,8,8,8,7,9,9,6,13,10,10,9,12,12,14,12,4,10,14,6,15,13,8,12,15
518,4,13,12,3,10,14,2,13,14,2,13,17,0,17,17,9,9,9,2,15,13,11,14,12,7,16,14,12,16,16,8,12,10,6,8,9,6,13,13,5,11,11,4,9,13,8,8,10,5,18,9
519,9,10,11,11,9,12,6,13,13,2,8,10,10,9,14,14,6,11,20,9,9,9,10,14,6,16,14,13,16,13,5,16,14,7,17,17,8,12,15,7,18,12,4,12,14,9,15,11,5,12,16
520,16,15,13,14,13,14,17,12,19,12,12,13,17,16,18,8,10,4,13,8,8,10,8,10,9,13,15,13,17,13,13,10,11,11,8,12,13,16,13,6,12,16,6,12,10,13,6,8,11,6,8
521,9,15,7,7,12,9,5,17,8,5,8,9,7,12,12,7,13,11,14,10,8,8,16,13,8,16,10,7,10,8,9,12,12,5,14,10,8,11,14,12,13,9,9,11,7,7,9,7,11,12,8
522,13,12,13,5,15,13,10,15,14,8,18,17,10,6,8,4,18,14,6,11,7,13,15,19,12,17,15,15,14,14,7,12,10,16,16,16,10,14,16,9,13,9,12,12,17,13,13,10,13,11,16
523,12,12,6,10,9,7,12,14,10,5,9,11,11,16,10,10,9,11,13,16,16,8,10,12,16,16,13,11,13,12,7,11,6,14,17,12,12,8,15,12,10,11,9,11,9,9,11,11,9,6,8
524,9,10,7,8,10,5,10,8,5,7,13,10,17,16,10,4,9,13,10,9,7,7,13,13,12,11,17,12,13,11,6,12,9,14,16,16,10,8,12,7,14,12,8,9,9,9,11,10,8,8,6
525,16,12,8,13,18,12,8,8,4,12,17,19,12,13,9,15,14,9,6,10,6,12,10,9,16,15,13,6,15,10,7,10,10,11,10,6,8,17,13,5,11,6,14,18,15,10,8,10,13,16,12
526,8,7,16,13,14,13,9,8,10,12,13,15,11,13,9,13,14,12,12,10,14,9,8,14,9,11,7,8,8,8,11,8,11,16,7,9,13,12,10,13,4,10,12,9,10,15,11,12,14,15,7
527,11,15,18,10,15,14,10,16,10,11,11,13,9,16,11,15,14,11,12,8,11,14,17,7,20,14,7,10,11,16,17,18,12,4,12,8,6,12,10,7,13,11,9,16,11,9,13,9,17,10,9
528,14,18,11,10,8,13,10,14,14,10,13,15,12,14,10,14,12,16,6,11,11,9,11,13,8,11,10,8,11,12,7,14,13,12,10,14,10,16,11,13,16,12,6,15,13,10,13,13,11,12,12
529,12,6,8,11,8,17,7,6,6,9,12,12,11,6,9,3,12,8,9,7,8,6,13,12,10,11,7,6,15,9,5,14,10,9,12,9,9,11,8,12,13,10,9,16,6,8,6,13,9,12,11
530,14,16,10,15,16,15,13,19,17,17,19,15,12,17,11,15,7,9,12,13,11,8,10,9,10,14,11,11,13,8,13,14,9,11,14,15,9,21,17,12,15,14,13,13,17,6,12,9,8,12,20
531,14,13,13,11,16,12,17,11,14,11,12,7,15,14,11,7,15,13,17,15,11,12,12,6,14,14,10,11,10,12,9,12,12,8,11,10,12,14,9,12,16,8,20,19,11,11,10,9,12,18,14
532,13,11,9,16,12,16,15,9,8,19,16,19,14,11,11,16,15,13,11,16,12,13,9,12,11,8,12,18,9,7,16,15,14,16,10,13,11,12,13,12,10,16,11,14,13,11,14,15,14,12,17
533,10,16,16,13,11,17,10,14,13,7,14,10,15,18,17,14,11,17,14,14,18,9,15,13,16,15,13,7,14,13,12,16,17,16,11,17,12,15,13,11,13,13,13,9,13,14,12,17,16,14,14
534,9,13,17,13,16,15,13,15,12,13,17,11,13,18,15,16,14,17,10,16,12,11,12,14,15,16,14,15,15,13,12,19,17,14,14,14,18,16,13,14,12,16,18,16,5,17,19,13,12,20,14
535,19,10,10,16,10,10,13,13,18,17,10,11,18,13,13,15,14,18,17,14,16,17,22,7,16,13,14,17,14,11,15,12,11,11,13,17,16,11,16,18,16,15,16,17,16,13,9,12,14,17,12
536,13,8,10,15,16,21,14,12,15,19,17,17,16,13,12,10,18,18,11,18,19,10,14,14,13,18,17,10,19,13,11,15,21,8,12,15,10,15,13,13,17,14,12,19,17,12,8,12,13,12,12
537,17,19,13,17,9,12,11,12,13,12,14,16,15,15,11,13,12,14,12,8,10,15,13,21,17,21,9,11,17,9,15,13,14,12,9,12,17,12,12,19,18,7,13,14,16,18,14,10,11,8,12
538,15,11,19,12,13,16,18,10,16,10,16,17,23,17,22,17,13,13,10,16,11,8,9,7,19,19,10,16,17,13,11,11,5,14,15,18,13,19,16,7,9,6,11,15,11,9,22,12,11,12,12
539,16,14,18,15,15,19,14,13,14,13,17,18,13,13,15,15,13,16,10,15,11,10,7,8,15,15,9,12,19,11,9,17,10,14,20,16,17,14,16,12,10,12,10,17,10,11,14,14,13,16,10
540,15,11,14,13,16,20,15,15,12,10,12,17,10,13,15,17,12,17,13,16,10,13,13,9,12,11,6,15,17,14,12,12,13,11,12,13,13,14,14,13,7,14,15,12,13,13,17,14,18,15,15
541,14,16,14,12,12,10,12,14,8,15,16,17,10,16,12,13,19,16,15,13,12,8,8,7,13,12,9,11,17,13,6,15,11,12,11,14,9,17,12,9,11,16,15,13,13,12,9,15,16,11,11
542,14,11,17,16,11,13,18,16,15,18,11,7,18,14,17,14,11,13,13,9,8,14,14,12,13,14,13,7,12,18,11,15,10,15,12,9,16,12,13,12,12,14,14,14,12,14,15,13,13,12,11
543,11,14,18,12,18,15,12,12,15,22,19,20,14,13,17,17,17,17,15,14,14,9,14,17,10,13,14,12,16,16,11,18,19,13,14,10,13,18,15,13,12,14,11,15,15,16,11,17,13,21,17
544,17,17,15,14,16,15,13,10,13,10,16,12,18,12,13,9,19,17,12,14,16,9,18,9,14,19,12,15,15,14,12,20,13,11,12,14,10,12,14,12,14,16,20,12,12,11,11,16,10,19,11
545,14,16,13,11,12,15,9,16,14,19,20,18,16,19,17,15,14,16,18,14,14,15,16,13,14,18,8,14,19,19,14,13,19,11,8,10,13,18,15,13,10,14,14,16,8,14,13,12,12,15,13
546,14,15,14,15,17,17,14,16,19,15,18,15,21,14,16,10,16,11,10,17,14,16,15,12,15,11,13,16,20,16,12,12,11,11,15,10,23,17,11,14,18,15,12,12,13,11,12,14,17,16,13
547,17,16,13,17,18,8,9,13,15,12,12,13,14,11,10,14,17,16,11,12,19,8,13,13,16,15,15,13,17,16,18,20,16,11,8,19,15,12,13,17,8,12,18,12,8,10,6,10,10,8,8
548,16,13,18,12,15,14,12,22,18,11,13,12,13,21,13,20,23,18,12,15,18,10,13,15,13,14,14,15,17,13,11,14,17,10,13,15,10,14,12,13,9,7,12,18,16,14,11,13,11,11,18
549,14,10,14,8,10,8,17,17,13,19,15,12,13,17,16,14,11,17,11,18,13,10,15,16,14,19,13,11,16,20,8,17,12,8,11,11,16,14,12,10,15,12,13,16,17,13,18,13,10,10,13
550,19,14,14,15,9,12,10,15,14,14,12,11,14,16,13,13,11,9,13,15,16,16,15,14,11,11,15,12,15,9,7,16,12,15,16,10,13,15,12,16,9,6,16,15,11,15,10,13,15,12,13
