,0,1
0,1.3502837,0.33435658
1,-1.0003662,-0.6105671
2,-0.5481208,0.5007507
3,-2.8950908,-2.7713685
4,2.9246511,1.2021029
5,-0.945052,-0.66783184
6,1.3174647,0.49679342
7,1.3291764,0.41670534
8,-1.0916473,-0.50271815
9,-1.6267326,-2.5180342
10,2.243751,0.21061198
11,0.47105628,0.44711223
12,-1.0289807,-0.5171914
13,-2.9144042,-2.9479768
14,-0.5863376,0.56303674
15,0.895745,-2.5672967
16,0.7616011,-0.47542745
17,3.9971864,-0.7663567
18,-1.0960115,-3.6992095
19,3.2871602,-4.5562005
20,0.24738692,-0.9097622
21,1.0413926,-3.030819
22,1.8277199,-0.3558771
23,4.230346,0.24641785
24,0.54188144,0.93619865
25,1.7134584,0.06593723
26,-1.9054116,-2.879852
27,2.505243,-0.20977217
28,-3.3341267,-2.6093986
29,-0.9335538,1.165932
30,-2.3134382,-2.1523576
31,2.174977,-6.1787596
32,1.5830382,-4.219569
33,3.1392806,-3.4641688
34,3.117127,-2.536639
35,3.7086651,-5.3478317
36,1.4065621,0.2866051
37,-1.0329063,-0.59570724
38,-0.94653237,1.1624234
39,-3.1166751,-2.8009217
40,2.6586976,-5.461357
41,0.92265606,-2.6225605
42,1.7810593,-2.1732678
43,0.83875674,-2.1552134
44,4.133114,0.19271746
45,1.7580091,0.27200094
46,-1.5933858,-2.5261538
47,-1.3339815,-2.6334524
48,2.343128,-0.29936218
49,-0.88557065,-0.7866004
50,1.0897473,1.1827949
51,-0.92571896,-0.6063828
52,1.5235943,-2.164239
53,0.79377455,-3.1152825
54,1.2770739,-4.0364113
55,2.082752,-4.160592
56,0.8132368,-4.5560865
57,-0.87814873,-0.6172134
58,0.84776515,0.76984704
59,4.134127,-0.3845447
60,1.1107808,-1.6866101
61,1.1017437,-2.9152024
62,2.747737,-2.3082144
63,5.4557433,-8.042466
64,-2.7449207,-6.2527876
65,-2.7628722,-6.255877
66,5.509411,-8.077055
67,-0.88640034,-0.8001243
68,0.20596614,-5.814623
69,5.430227,-8.025967
70,-2.635205,-6.196214
71,1.2104118,0.51095694
72,-3.231727,-2.7474852
73,-0.9640766,1.129166
74,4.299433,0.3224164
75,3.6765635,-3.8638372
76,0.26896042,-4.881055
77,2.9474068,-6.211555
78,2.564288,-3.4316535
79,3.1212823,-2.205702
80,2.031064,-4.328481
81,-0.5175712,-2.3139458
82,0.85157466,-2.0375798
83,0.15692788,-5.0786023
84,2.6752322,1.0314151
85,-2.4541357,-2.085273
86,2.9422343,-1.2066898
87,-0.037602153,-4.2969913
88,-2.420394,-2.1199555
89,2.7178485,1.0034007
90,-2.4663644,-6.1391373
91,2.950716,-6.2863297
92,-0.7170726,-4.9270425
93,0.47724122,-1.8105544
94,-0.14147843,-4.313852
95,2.965236,-1.4568353
96,2.7657647,-2.275421
97,2.7630904,1.0762762
98,-2.5206726,-2.032823
99,-3.1447818,-1.6221442
100,2.739893,2.6282644
101,-3.965675,-0.96457374
102,2.7466543,1.4576967
103,2.1147866,-6.159421
104,1.8465301,1.1579494
105,-0.16376883,1.6557126
106,-0.06037243,-4.3789287
107,0.0871949,-4.939204
108,-0.7729369,-2.9162183
109,4.7467422,-5.0709033
110,4.2328773,-7.0384803
111,5.661114,-2.6015131
112,4.251627,-7.05426
113,0.7495846,-3.9991782
114,2.4972596,-0.7169904
115,-0.89926463,-2.84731
116,2.5100286,-2.2254057
117,3.9085217,-0.98400307
118,0.37672055,-4.8378386
119,1.8630013,1.2423193
120,-0.22876583,1.856385
121,4.673846,-2.9421594
122,5.014446,-1.1246154
123,2.3279228,-0.58225
124,5.209635,-2.9731927
125,0.56810933,-4.8210516
126,-0.22694531,1.913837
127,-2.5491652,-6.137786
128,5.5819125,-8.124767
129,-2.5321808,-6.1663055
130,4.4084196,-4.6215696
131,4.937847,-1.1269732
132,-1.4879491,-1.4964418
133,4.1073284,-0.39250585
134,-2.601595,-6.189334
135,5.4003363,-7.9915004
136,-0.07011304,1.7068402
137,1.8918223,1.230622
138,-0.22151737,-3.1973479
139,2.1589642,-1.5282407
140,3.5970373,-5.419186
141,2.9754224,-2.3326979
142,2.7043912,1.0676801
143,-2.4931612,-2.0917504
144,2.3731456,-3.7370985
145,-2.3487067,-2.0985906
146,2.7559507,0.98907524
147,2.515145,-5.4739475
148,0.6767989,-2.0511045
149,2.7729764,1.0693263
150,-2.435527,-2.075319
151,0.15664433,-4.183734
152,3.3293715,-2.9162133
153,0.8045981,-0.50977254
154,2.39246,-2.139767
155,1.5522026,-3.5843136
156,1.8941294,-3.2759697
157,1.2397721,-3.6361828
158,0.5884275,0.5748097
159,4.2984123,0.7004185
160,2.608661,0.515954
161,2.379102,-1.8733059
162,1.0991397,-2.347812
163,4.297486,0.5705214
164,0.60222733,0.79869086
165,4.2573805,-3.592429
166,3.1012628,-2.8455582
167,1.7015306,-3.3679698
168,1.7547319,-3.2653728
169,2.3857718,-0.65144104
170,-0.6649342,-2.8722215
171,3.4696498,-1.279354
172,0.9459461,-0.73031247
173,3.190858,-5.2549024
174,1.5906266,-3.279607
175,1.7935263,-4.9858813
176,1.589374,-3.8560345
177,2.8766904,-3.6339936
178,-0.72943634,-1.164292
179,1.4467623,-1.3764768
180,3.6762612,-1.6222838
181,1.7980106,-1.0785652
182,0.48215857,-0.030558662
183,3.2405171,-1.6797084
184,0.07033624,-2.7147882
185,2.2558954,-1.7312093
186,1.5463576,-4.638915
187,2.7375023,-2.2153866
188,-0.72800225,-3.8049657
189,0.7610592,-1.1532888
190,3.1302185,-2.321533
191,3.7864377,-5.5798254
192,1.3254528,-2.4088595
193,3.500558,-5.610767
194,-0.7190054,0.76363665
195,-2.831316,-3.0425317
196,1.9477875,-4.4702644
197,0.47719336,-3.1032987
198,3.1986356,-2.3265328
199,3.849511,-5.726053
200,1.2172903,-1.8013169
201,-2.8182774,-3.041386
202,-0.6179871,0.6245428
203,3.095327,-2.574504
204,3.8979228,-5.699004
205,0.41838378,-3.5781827
206,2.773289,-2.8199806
207,3.7051802,-1.645059
208,1.2491592,-1.2612954
209,2.15433,-3.6752684
210,1.4525665,-2.2492719
211,3.9968357,-2.8380833
212,2.4532423,-5.1851125
213,1.2505162,-3.7259712
214,2.7898967,-1.9906503
215,-0.046235252,-3.0939517
216,3.1128793,-2.8522375
217,1.8444848,-3.372692
218,3.0996423,-5.1054773
219,2.7691047,-2.7104309
220,2.2041636,-2.4502947
221,0.06867002,-3.2708611
222,1.5082331,-3.4898164
223,4.11291,-3.586554
224,3.9913104,-4.4817476
225,1.43365,-4.4260073
226,1.7334138,-2.1224093
227,3.132008,-2.595629
228,0.46346483,-3.817005
229,2.9158046,-3.0186622
230,2.1571522,-2.9893084
231,0.09175696,-3.3585913
232,0.63064194,-3.9990597
233,-0.62767595,-3.6915731
234,-0.05215188,-0.28453293
235,0.13982932,-5.10185
236,3.1598883,-2.554019
237,1.529431,-4.305168
238,0.8513857,-1.5212948
239,3.4532683,-1.8768007
240,3.7837882,-5.5432687
241,1.0461805,-4.2152233
242,0.5257852,-1.0006095
243,1.4301164,-3.6337457
244,0.5493714,-1.0525799
245,-0.77933425,-3.797214
246,1.3393071,-4.3273787
247,2.5568907,-5.004067
248,2.9852514,-2.6638176
249,0.46659887,-0.8929912
250,-0.6704783,-3.531179
251,0.7023074,0.024283448
252,1.0235589,-3.053496
253,1.0773374,-4.8546844
254,4.3097925,-4.4729695
255,2.1907697,-6.0715075
256,3.8688424,-0.30728695
257,1.7036127,-2.065789
258,0.9258704,-4.856368
259,3.6241586,-4.43812
260,3.9409988,-3.516334
261,0.020440323,-4.329534
262,-2.2100315,1.8951143
263,-1.4441857,-5.1806865
264,-0.8216759,-3.6697884
265,0.2656642,-0.69733876
266,3.641439,-5.210114
267,0.64709723,-3.8878782
268,1.6625022,-3.2213902
269,0.51581824,-5.2100925
270,3.8366604,-3.801495
271,0.91865885,-4.9933214
272,3.1954155,-3.4888742
273,0.8213932,-4.077581
274,0.39757705,-4.401925
275,2.9055898,-5.9407983
276,-0.56481916,-3.1488898
277,2.6101394,-2.694004
278,1.7277544,-2.6825457
279,-3.5891795,0.65787023
280,1.2775226,0.73048174
281,-1.2544996,-0.2730494
282,1.7279449,-6.049295
283,4.4377503,-4.416727
284,4.5661583,-4.5141015
285,3.834707,-3.7082233
286,-0.73982227,-3.5840406
287,-0.66275716,-2.064382
288,0.71144116,-4.3251815
289,1.5825768,-5.2318163
290,1.8997498,-0.28528133
291,0.770452,-2.5460963
292,3.6540914,-6.5174823
293,4.0596695,-5.788525
294,3.410547,-2.0917578
295,2.7444994,-2.8301435
296,-1.014499,-2.841082
297,2.488341,-0.6386257
298,0.856878,-4.083487
299,-0.67406094,-2.958441
300,2.4068663,-0.7200836
301,1.8103697,1.5362189
302,-0.23113336,2.0178328
303,2.5268939,-0.11108882
304,1.4895364,-3.2846787
305,-3.665905,4.760238
306,-3.720828,0.7873233
307,-1.9637934,-3.4536917
308,-0.46288708,0.40132672
309,-1.2353073,-0.33245042
310,1.2311901,0.6891399
311,0.7397389,-2.379268
312,3.7239537,-4.1867566
313,4.4934506,-3.7794464
314,3.5937319,-2.6033251
315,-1.7858998,-2.4237947
316,2.5471754,-0.02125234
317,-1.6484971,-2.493504
318,2.3820834,0.2718154
319,-0.1585799,1.9371994
320,1.7319349,1.5107812
321,-2.240978,-2.1668785
322,4.4482913,-4.9915986
323,2.8606975,-6.0052
324,0.53265965,-4.6715894
325,0.07756455,-3.679146
326,4.1587877,-3.3341913
327,4.014157,-6.802995
328,3.8162134,0.6312263
329,1.1665627,1.2961181
330,-0.010968594,-2.7268999
331,-1.1526184,-1.7301104
332,1.527346,-1.4014574
333,-1.7565401,-3.246604
334,0.5824236,1.5791482
335,4.289568,1.1956112
336,0.46841133,-1.9249055
