scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,nose,nose,nose,left_eye,left_eye,left_eye,right_eye,right_eye,right_eye,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,left_shoulder,left_shoulder,left_shoulder,right_shoulder,right_shoulder,right_shoulder,left_elbow,left_elbow,left_elbow,right_elbow,right_elbow,right_elbow,left_wrist,left_wrist,left_wrist,right_wrist,right_wrist,right_wrist,left_hip,left_hip,left_hip,right_hip,right_hip,right_hip,left_knee,left_knee,left_knee,right_knee,right_knee,right_knee,left_ankle,left_ankle,left_ankle,right_ankle,right_ankle,right_ankle
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,22.56152182628288,-5.126939331214323,62.53544187733786,22.87733535303527,-5.411048277694684,62.55097543279791,22.258029767688715,-5.371914074888795,62.198311538202105,23.571394644117007,-5.7467175185230515,62.664045520464086,21.859506470261497,-5.715717373480782,62.04671005737352,24.203039167714586,-4.670676629717153,62.98107468900702,22.34382323474017,-4.6485503466976175,64.06976001325853,24.62951350288072,-3.4474095853948237,65.15344478421392,22.586361443575754,-3.5880197066271897,65.55399605273317,24.266258031060605,-2.504928608730026,65.24783980772855,22.601265565776835,-2.4448708310773366,65.8182467217789,24.994105831912243,-4.048563581071652,66.64266997363941,22.789998963424058,-3.7569050017933123,66.12793456953933,24.748601084373067,-4.702832758576122,65.35536336446702,22.52390303231653,-4.586597355919944,65.01058888918683,24.643250448106272,-2.980782417554774,66.38575968780584,22.97244832167666,-2.920315230779668,67.85259753489164
1,22.55986785576589,-5.111222036443736,62.50387961946965,22.876472614190448,-5.404088223166349,62.53639568766925,22.258216804842625,-5.362688582912976,62.19934163649839,23.569768763359217,-5.741238607373482,62.64117576655149,21.86216248026493,-5.702233286926243,62.0554151578083,24.197949159242764,-4.654219458757688,62.917978608179176,22.348225391211468,-4.635835351962435,64.05041246782713,24.633480002816942,-3.442488151065547,65.16444537838657,22.59648459007623,-3.564810994342704,65.58579110779834,24.28283403738407,-2.5017106692260627,65.19514421844369,22.6015774976642,-2.4243687658600788,65.74607238572948,24.987336563183145,-4.0222669855676205,66.5249421844645,22.91358458611494,-3.772111030158334,66.48648156824873,24.74883893662745,-4.681854030357426,65.3572376677079,22.528351986729426,-4.567323788598908,64.99344835486177,24.637723923166007,-2.951944113605929,66.31751257731469,22.980925050567624,-2.9091713623334954,67.83659416958068
2,22.558832851754055,-5.102676931593876,62.48383843439592,22.875855809904085,-5.398117149954383,62.52527352645235,22.268495756942787,-5.365213286633378,62.22806583530246,23.564590596929328,-5.730651819682489,62.568752379192674,21.86218233933638,-5.6985261625105945,62.0558574238657,24.193825356613445,-4.650323751102971,62.86728901841408,22.355027449864433,-4.637275204519243,64.06990778642478,24.63276550988613,-3.4166510113480983,65.15443846238281,22.605786037395248,-3.565821206495431,65.60865711198429,24.282972495024378,-2.488856449137359,65.196408480297,22.603371762155756,-2.4223803491242326,65.75127926876105,24.989117761732462,-4.010254677399809,66.53078248498348,22.911764323088168,-3.720772233831721,66.45387589322708,24.869363240963818,-4.7006854274819325,65.675892523584,22.533041823370436,-4.555627946934392,65.00780258102652,24.63535393177394,-2.9506078798514928,66.28923613994388,22.98226080328313,-2.9087138035293427,67.84053517765287
3,22.535841093897403,-5.0929896369956245,62.42015041146266,22.850786875959564,-5.388564414235401,62.45651114601854,22.258505669640993,-5.363192691197867,62.2049936560928,23.537316078348983,-5.722131401088836,62.465032396055925,21.86082896729009,-5.69939621743812,62.07547436982075,24.189105246771547,-4.647844057996506,62.855175260884714,22.35022918162543,-4.636393798270214,64.08913241145088,24.62896465610194,-3.406741601831833,65.14485409000443,22.60111664050445,-3.5641671758966305,65.52174157751567,24.250806658744363,-2.4815361934924516,65.05285443880301,22.637685232979816,-2.4310577654122048,65.92583971341246,24.99925427969665,-4.018717262683317,66.65919146546555,22.911724295229984,-3.7234630063079077,66.45384531258344,24.846046229125697,-4.698091602444522,65.63978562005761,22.530549585869608,-4.53930553359348,65.03251926139322,24.614712793509423,-2.9589419772738443,66.23347997812128,22.991186681358506,-2.912309707416221,67.90846316754913
4,22.511666660916486,-5.086230024619681,62.370320135285056,22.83152746666369,-5.383763155153084,62.40386954953379,22.259185792580624,-5.364295524470475,62.21996705348389,23.523681659915063,-5.721113011415096,62.428618785593756,21.84278116796295,-5.699412509567951,62.07271788910528,24.158028022087628,-4.64091437160908,62.77059928468105,22.346953534326392,-4.641981834458857,64.12952001047802,24.57218869839525,-3.38701317224023,64.89948610783622,22.602437670476853,-3.5591235538765345,65.49542046491864,24.219891003858812,-2.467439975392404,64.98038085393215,22.640503710816734,-2.4326449952384572,65.97422835424813,25.009910997285225,-4.030765371724713,66.77972908297932,22.911792620074024,-3.715319261997835,66.45478050778817,24.84603958503039,-4.698598387337676,65.63976384105325,22.5249662454945,-4.536441516174986,65.01638217951196,24.61707199549148,-2.960280639243005,66.26170888412938,23.038259132127884,-2.9146480478665304,68.04748823734487
5,22.51187765202631,-5.082851482038698,62.37386839928448,22.8194847888095,-5.377501221390244,62.39681828463162,22.25883360483584,-5.364940591084924,62.227150142877505,23.48484531898954,-5.711093948533234,62.34302383123045,21.819148254639448,-5.690339754531126,62.00584597567439,24.14536043376172,-4.639915690510041,62.724639112577925,22.347818782479877,-4.649692540256267,64.16441423335068,24.56871328592687,-3.378427184542671,64.880782782169,22.613793964209183,-3.5567522435792904,65.52826342474569,24.219891003858812,-2.467439975392404,64.98038085393215,22.65561106701146,-2.4318418081456206,66.01843778333678,25.015265506392534,-4.040648014049241,66.82660938460523,22.920856085876668,-3.719616191394219,66.5030618676275,24.872519199936743,-4.703859714678906,65.71174394707289,22.531949538734604,-4.539477626289281,65.05850197647443,24.61988240046663,-2.9618748947783415,66.295336635577,23.04913481585993,-2.9190653648935228,68.14508927261018
6,22.511614586483283,-5.086767688459129,62.372190374217595,22.82009033984565,-5.380252194189316,62.40650861493834,22.258800297741136,-5.370890582171326,62.22702466077353,23.484824085323485,-5.712752758952317,62.34297738290433,21.81925086626487,-5.692116496052825,62.008168442762525,24.145328104378386,-4.642474531474469,62.72451838288417,22.34915073729513,-4.655015002405115,64.19128712257921,24.560378932621145,-3.385515270299418,64.85802256834675,22.60902169144094,-3.5563874793988295,65.51431692758626,24.215238806812465,-2.4678173257180265,64.96755901720066,22.655632978027764,-2.43014656361403,66.01849132971266,25.015160204065204,-4.04781421417768,66.826291138746,22.98730334894771,-3.72784245958055,66.67379859708815,24.878372044714745,-4.725746770779155,65.77813098788094,22.536540199615192,-4.537165799452539,65.07232566411142,24.613688172489645,-2.9680613884485645,66.32461352052457,23.05888992254515,-2.9207181005597627,68.17390017433772
7,22.511895496496248,-5.086832286548034,62.372968684866976,22.82086065089122,-5.381357880422525,62.41935955147928,22.260313331245513,-5.373536144894629,62.25663689160272,23.488264336176915,-5.719735360849575,62.391661054609,21.815662949860243,-5.691177732920195,62.01637506558184,24.1467973669204,-4.632010299884969,62.740948678305585,22.349272382060406,-4.654047872195569,64.19344860179531,24.560304610935734,-3.392604054313242,64.85725358921758,22.61045643920395,-3.5577658890852097,65.5409032980875,24.215268844690936,-2.465593273516844,64.9676430159578,22.659551874416902,-2.4289379154492607,65.99292040446495,24.999539942672712,-4.0314373910450705,66.7524045560773,22.99538164541394,-3.729672998103463,66.68335200276046,24.873409352741508,-4.7123623309153535,65.71274009072332,22.53909764187299,-4.5368886029631135,65.06762840124443,24.61485166471,-2.940931066446134,66.32813852283866,23.076303122316165,-2.9204649636961104,68.18395740563717
