scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,nose,nose,nose,left_eye,left_eye,left_eye,right_eye,right_eye,right_eye,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,left_shoulder,left_shoulder,left_shoulder,right_shoulder,right_shoulder,right_shoulder,left_elbow,left_elbow,left_elbow,right_elbow,right_elbow,right_elbow,left_wrist,left_wrist,left_wrist,right_wrist,right_wrist,right_wrist,left_hip,left_hip,left_hip,right_hip,right_hip,right_hip,left_knee,left_knee,left_knee,right_knee,right_knee,right_knee,left_ankle,left_ankle,left_ankle,right_ankle,right_ankle,right_ankle
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,20.808498952174343,-15.662966011147535,42.7688995104013,21.129915257815547,-15.91335975467208,42.627296338662404,20.693792276665057,-15.896370431104279,43.069447448491715,21.886046545677452,-16.145363873158967,42.604482179154004,20.616955341379573,-15.859573298402005,42.96048028174721,22.697647741657175,-14.40163731037507,42.90117626357239,20.754320102138237,-14.519043469850722,42.95749736103162,22.29437059514905,-11.684173287321782,42.20269670276568,20.494616154847797,-12.893101788445286,43.10425731579584,22.181391551140337,-13.991457147189562,41.67668578573958,20.869248861980513,-14.99065994186064,43.493317269117824,21.227058412315554,-8.62832901825325,42.85697273629976,19.735429023772433,-9.13946713175205,43.26569860397545,22.51928554390618,-10.042604249078803,41.88886056003954,19.637556975595825,-11.050197618675885,42.53401605439967,21.51836793550142,-7.989646032592158,42.128808215904044,19.898572728457008,-10.03753731307475,42.117702131911535
1,20.810899117726727,-15.650399268343957,42.75324896003583,21.129822630850793,-15.907415764270057,42.62536694457138,20.697967302559043,-15.864684785934843,43.011948196028676,21.89101095803213,-16.141011322955663,42.610062602623096,20.614788936177373,-15.827800948324684,42.88312406577754,22.708206136500262,-14.38761355113862,42.91503454995798,20.75328506549333,-14.502886092616606,42.92195863835035,22.321947941513834,-11.691644794782,42.25514431076602,20.500703056344104,-12.891943663585794,43.10037544014355,22.181397886069718,-13.991040810244261,41.67669036757165,20.89607319515955,-14.99539087695975,43.53168380674961,21.22951221950098,-8.627819952049427,42.85448139828901,19.74535383207283,-9.125000694591446,43.27492438985515,22.53384640529983,-10.011462205081452,41.90070194865262,19.64162849987441,-11.023323955768713,42.432108026368006,21.529726213849642,-7.969601201244053,42.14759944500701,19.914687089153368,-10.035545926437056,42.14879319152251
2,20.81108040801409,-15.639463174165856,42.75317302013241,21.126961045340785,-15.883784887860037,42.56553124933779,20.71498805713387,-15.871555581108934,43.03053938008107,21.915380712468355,-16.15461383793128,42.650823030967494,20.623225333330943,-15.832455364211372,42.895490268694346,22.81514790453738,-14.455688425035351,43.1171606527028,20.753337888228202,-14.464183167191079,42.88343685158351,22.32197350285304,-11.688988717514913,42.255435960845006,20.497995132163553,-12.820515036003856,43.0167616704928,22.18106419478591,-13.97090540912141,41.67109619027034,20.896178492006428,-14.985783264609532,43.532104212291,21.23102919173711,-8.61254722055288,42.81790457067019,19.750919787506202,-9.108447258127512,43.21252925244006,22.544219185252725,-10.016162208330668,41.91999132999451,19.64185811996185,-11.019133563235629,42.432390376471645,21.529708281569132,-7.969541738562483,42.14729100546009,19.913655699839573,-10.022284909108269,42.09675716674709
3,20.80782475166234,-15.636973035121532,42.74648353431076,21.12564740452668,-15.88277953493529,42.5628840730755,20.69728392756039,-15.85754340448384,42.993788749112476,21.91602997556323,-16.148930874722794,42.65204249507819,20.630561077086313,-15.840286791085628,42.90292364075543,22.714010218635078,-14.38940491766234,42.93053102839208,20.754102135289802,-14.457798001886063,42.86473866014284,22.331332102915507,-11.711605122078874,42.3773805227596,20.491202182468125,-12.81506167758316,42.99877361668629,22.16014902929025,-13.956134958508885,41.60895946618421,20.872413618297195,-14.9744553285262,43.4998484708732,21.231017987493537,-8.610159464118668,42.81792467306411,19.750292855971754,-9.102083054439179,43.17647950831804,22.54416979828375,-10.022723639383585,41.91939566629357,19.646762028209324,-11.029165950989496,42.44218036066219,21.529605889512364,-7.980016189609164,42.14673072623482,19.91344764311998,-10.034916452326884,42.09577434038735
4,20.811324983751465,-15.605996850476355,42.65209692973704,21.12394689581002,-15.870882794434472,42.52745182781832,20.695867427827448,-15.848442597516716,42.95611155219883,21.915402812309985,-16.142795111585876,42.642036648080314,20.650574367382106,-15.842802313109473,42.90048767535003,22.71417397731842,-14.37348762013103,42.92970618101416,20.756347564015147,-14.459109616312286,42.868554683485975,22.310946805773394,-11.690340978550436,42.34009293822513,20.48127227528722,-12.794481946207698,42.93072907706311,22.142926932225407,-13.92384144942896,41.56782564407005,20.872427456048186,-14.974572270449883,43.50018416968524,21.23006064045594,-8.607175087962997,42.799118723361566,19.74495200631686,-9.103503742637875,43.16457275287794,22.54389106295418,-10.044483567697002,41.918777957148926,19.674718398231875,-11.07924307407555,42.61697455628789,21.526615967384178,-7.978153121765729,42.137087203979824,19.895815394019323,-10.024294003614251,42.03337110152053
5,20.783277787310492,-15.57749491424435,42.57334712368703,21.116580145640757,-15.861441648659769,42.50254923684344,20.694242476927222,-15.832455863548407,42.912973102516716,21.914168184412116,-16.123280823453612,42.62346696449648,20.64991703206687,-15.836858268174762,42.88254077484552,22.80970597105269,-14.417200243152239,43.087490959369354,20.75629341320807,-14.44127111919209,42.863895104831094,21.904680603976278,-11.668316266403787,41.57620854394456,20.480584011438786,-12.777690696617057,42.91006542529092,22.138119430170992,-13.910513655931576,41.54229885639466,20.853822181916286,-14.9643356839855,43.473841112521285,21.23006185127679,-8.606813114352398,42.799173130585096,19.745675286595908,-9.104588562283832,43.16660589015067,22.538649836428274,-10.042216670095396,41.90950284507503,19.674856265191845,-11.079559411008551,42.61728509201154,21.523939654916198,-7.97116647286185,42.12770684602615,19.88863651744557,-10.017542701623602,42.002437732331614
6,20.77774162602147,-15.52843719864232,42.43563636290357,21.111007411887694,-15.818017505163454,42.38628795156549,20.695392054125115,-15.81360563203146,42.844190110524096,21.895434187755463,-16.09254643441547,42.56014567998818,20.649946026274673,-15.837623185660288,42.88236624484362,22.809843935765716,-14.404539861154202,43.088061994716675,20.774377562862057,-14.454079293205947,42.90124818240352,21.883782410126912,-11.658836844057383,41.5442569071239,20.47962860102141,-12.759561690665313,42.880798598516776,22.13829805202406,-13.88702272466694,41.54358324782862,20.84378135435855,-14.95943654916892,43.47767058614413,21.236664193147387,-8.608941469955031,42.81253601080131,19.74583253892635,-9.106776506369659,43.17679270417889,22.537894842784056,-10.04340351259984,41.90896782559205,19.675307632324802,-11.060435162586025,42.61988262882428,21.523709940053322,-7.974055219981649,42.124114341727086,19.888204866610877,-10.01043928523524,41.980041060758104
7,20.80506849269977,-15.554982697610537,42.4533523695137,21.117401343742046,-15.814767949398862,42.32644594760126,20.681146029711016,-15.77300021568573,42.73302879048601,21.887027508371606,-16.061227235003315,42.43703616718992,20.64864544523787,-15.849349679916237,42.895699539779734,22.80241260743069,-14.380450080749812,43.04995383507645,20.79990116020005,-14.474894180564062,42.95901010434818,21.885197348175204,-11.665887198658472,41.566475075428265,20.49567756988056,-12.770082804315095,42.914553260557724,22.138384271895635,-13.869190154388985,41.54474930585164,20.837980225208344,-14.962687474114109,43.46493508184555,21.236507671302263,-8.60830526728975,42.80942983389945,19.745293294456502,-9.113630930695253,43.190932980602895,22.537977540013436,-10.038369013340475,41.90889316365476,19.673904329992716,-10.998710730969304,42.4898404703812,21.52370421890999,-7.97175227985335,42.11763885405022,19.886576950379094,-10.003207387167173,41.969611159879406
