,0,1,2
0,-2.170925,17.21294,13.478552
1,-2.1441476,17.227333,13.47557
2,-2.145959,17.2267,13.475835
3,-2.1473377,17.225658,13.475801
4,-2.145046,17.226809,13.475542
5,-2.1403503,17.229183,13.475243
6,-2.1273024,17.236107,13.474046
7,-2.127282,17.237143,13.474708
8,-2.1223855,17.238714,13.473639
9,-2.1091676,17.245623,13.472444
10,-2.1043587,17.2485,13.4721
11,-2.0948713,17.25331,13.471222
12,-2.06209,17.270357,13.467871
13,-2.0529292,17.275171,13.466864
14,-2.043099,17.280413,13.466098
15,-2.035424,17.284344,13.465452
16,-1.9880507,17.309612,13.459477
17,-1.9573933,17.325758,13.455854
18,-1.9431951,17.334148,13.454404
19,-1.8975866,17.35751,13.448588
20,-1.8742263,17.370214,13.445735
21,-1.8398607,17.38824,13.441304
22,-1.7929853,17.41311,13.435455
23,-1.7883093,17.415527,13.434881
24,-1.7713201,17.424534,13.432436
25,-1.780055,17.401106,13.441636
26,-1.7117602,17.45588,13.424871
27,-1.696539,17.4649,13.4232435
28,-1.6588581,17.481222,13.41921
29,-1.6385934,17.49355,13.414885
30,-1.6120172,17.506777,13.411178
31,-1.5634471,17.53103,13.40444
32,-1.5566852,17.532272,13.40597
33,-1.537021,17.542036,13.4028225
34,-1.4845693,17.567623,13.394676
35,-1.5181855,17.538456,13.412005
36,-1.4486364,17.585985,13.389872
37,-1.3880086,17.613688,13.379781
38,-1.3616978,17.62634,13.375571
39,-1.2947003,17.65631,13.364387
40,-1.2509423,17.67548,13.355938
41,-1.2251104,17.686428,13.351498
42,-1.200949,17.698147,13.347794
43,-1.1619442,17.71388,13.339384
44,-1.150488,17.718746,13.337372
45,-1.1194483,17.730944,13.331825
46,-1.0795909,17.746527,13.322747
47,-1.064201,17.752844,13.319387
48,-1.0164268,17.771374,13.309083
49,-0.9918723,17.7824,13.301793
50,-0.9811966,17.776085,13.306075
51,-0.92046833,17.810215,13.285069
52,-0.9268202,17.783838,13.311885
53,-0.87335414,17.828861,13.272636
54,-0.84040487,17.842337,13.26577
55,-0.8037687,17.856642,13.254468
56,-0.7695338,17.86965,13.243961
57,-0.7485502,17.87813,13.238217
58,-0.7255239,17.88572,13.231694
59,-0.6882718,17.901081,13.2191305
60,-0.65208215,17.915257,13.207682
61,-0.6487056,17.916079,13.206819
62,-0.626936,17.924026,13.199813
63,-0.5726619,17.944345,13.182478
64,-0.5574784,17.949331,13.175874
65,-0.5213105,17.962809,13.16321
66,-0.5251804,17.961485,13.165009
67,-0.4844784,17.976652,13.1496725
68,-0.45928794,17.985594,13.140657
69,-0.44721755,17.990028,13.135025
70,-0.42300427,17.999174,13.126227
71,-0.37382382,18.01753,13.1055155
72,-0.37478858,18.017872,13.105651
73,-0.3251585,18.036024,13.084023
74,-0.30837777,18.042303,13.076223
75,-0.2776456,18.054045,13.062261
76,-0.23768012,18.068897,13.044077
77,-0.20299652,18.081337,13.028233
78,-0.1673676,18.094225,13.011546
79,-0.13894571,18.104134,12.998967
80,-0.11832775,18.110102,12.989318
81,-0.06437528,18.12733,12.964542
82,-0.033161893,18.13796,12.950105
83,0.045464862,18.158453,12.914848
84,0.05709301,18.1623,12.909426
85,0.11112074,18.175568,12.885412
86,0.15539709,18.185503,12.865287
87,0.19159287,18.19331,12.848844
88,0.23563194,18.203398,12.829259
89,0.24646552,18.206465,12.824254
90,0.29119807,18.215256,12.804539
91,0.33934104,18.225359,12.782993
92,0.36130577,18.22811,12.773752
93,0.3944003,18.23387,12.759601
94,0.42200953,18.238749,12.747838
95,0.40618002,18.235357,12.75453
96,0.46522963,18.244144,12.729605
97,0.44264787,18.240522,12.739089
98,0.49889344,18.244864,12.715184
99,0.5132903,18.24616,12.709355
100,0.5223012,18.247042,12.706759
101,0.6049327,18.256323,12.650527
102,0.59751683,18.250807,12.675671
103,0.6122309,18.25275,12.669859
104,0.62969685,18.252008,12.662586
105,0.65338355,18.253725,12.6527815
106,0.65937364,18.25366,12.650638
107,0.7090125,18.25245,12.630557
108,0.73027,18.251844,12.61924
109,0.7803336,18.248543,12.599781
110,0.7965844,18.248405,12.595105
111,0.8317601,18.245071,12.578872
112,0.83531034,18.244064,12.577676
113,0.92512536,18.22559,12.530562
114,0.9237638,18.238434,12.541877
115,0.9530555,18.2334,12.532383
116,0.9812408,18.23086,12.521855
117,1.031966,18.224226,12.505321
118,1.0328465,18.22342,12.505232
119,1.0656105,18.219397,12.493027
120,1.0910132,18.21522,12.486157
121,1.1169883,18.21055,12.476712
122,1.15619,18.203316,12.463757
123,1.1784048,18.199242,12.456869
124,1.2028251,18.193867,12.448853
125,1.2338905,18.187918,12.439033
126,1.2803433,18.17732,12.426711
127,1.3225352,18.16778,12.414359
128,1.3324383,18.165773,12.41182
129,1.3887014,18.15332,12.396058
130,1.4018401,18.150843,12.393219
131,1.4148633,18.146994,12.390262
132,1.4411542,18.140089,12.384817
133,1.4622589,18.135832,12.379884
134,1.4723538,18.132866,12.378033
135,1.5123862,18.122107,12.369623
