,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
59,0,0,3,0,0,3,0,0,4,0,0,1,0,0,4,0,0,0,0,0,4,0,0,3,0,0,2,0,0,2,1,0,6,0,0,3,0,1,5,0,0,4,0,0,7,0,0,3,0,0,2
60,0,0,3,0,0,3,0,0,4,0,0,1,0,0,4,0,0,0,0,0,4,0,0,3,0,0,3,0,0,2,1,0,6,0,0,3,0,1,5,0,0,3,0,0,7,0,0,3,0,0,2
61,0,0,3,0,0,3,0,0,4,0,0,1,0,0,4,0,0,0,0,0,4,0,0,3,0,0,3,0,0,2,1,0,6,0,0,3,0,1,5,0,0,3,0,0,7,1,0,3,0,0,2
62,0,0,3,0,0,3,0,0,4,0,0,1,0,0,4,0,0,0,0,0,4,0,0,4,0,0,3,0,0,2,1,0,6,0,0,2,0,1,5,0,0,3,0,0,7,2,0,2,0,0,2
63,0,0,3,0,0,3,0,0,4,0,0,1,0,0,4,0,0,1,0,0,4,0,0,3,0,0,3,0,0,2,1,0,6,0,0,2,0,1,5,0,0,2,0,0,7,2,0,2,0,0,2
64,0,0,3,0,0,2,0,0,3,0,0,1,0,0,4,0,0,1,0,0,5,0,0,3,0,0,3,0,0,2,1,0,6,0,0,1,0,1,5,0,0,2,0,0,7,2,0,2,0,0,2
65,0,0,3,0,0,1,0,0,4,0,0,1,0,0,4,0,0,2,0,0,5,0,0,3,0,0,3,0,0,2,1,0,6,0,0,0,0,1,5,0,0,2,0,0,7,2,0,2,0,0,2
66,0,0,3,0,0,1,0,0,4,0,0,1,0,0,4,0,0,2,0,0,5,0,0,3,0,0,3,0,0,2,1,0,5,0,0,0,0,1,5,0,0,2,0,0,7,2,0,2,0,0,2
67,0,0,2,0,0,1,0,0,4,0,0,1,0,0,3,0,0,2,0,0,5,0,0,2,0,0,2,0,0,2,0,0,4,0,0,0,0,1,4,0,0,2,0,0,7,2,0,2,0,0,2
68,0,0,2,0,0,1,0,0,3,0,0,1,0,0,3,0,0,2,0,0,5,0,0,1,0,0,2,0,0,2,0,0,3,0,0,0,0,0,4,0,0,2,0,0,7,2,0,2,0,0,2
69,0,0,1,0,0,0,0,0,3,0,0,2,0,0,3,0,0,2,0,0,5,0,0,1,0,0,3,0,0,2,0,0,4,0,0,0,0,0,4,0,0,2,0,0,7,2,0,2,0,0,2
70,0,0,1,0,0,0,0,0,2,0,0,2,0,0,4,0,0,2,0,0,4,0,0,1,0,0,4,0,0,2,0,0,4,0,0,0,0,0,4,0,0,2,0,0,7,2,0,2,0,0,2
71,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,0,0,2,0,0,5,0,0,1,0,0,4,0,0,2,0,0,4,0,0,0,0,0,3,0,0,2,0,0,7,2,0,2,0,0,2
72,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,0,0,3,0,0,5,0,0,1,0,0,4,0,0,2,0,0,4,0,0,0,0,0,2,0,0,1,0,0,6,3,0,2,0,0,2
73,0,0,1,0,0,0,0,0,1,0,0,2,0,0,5,0,0,4,0,0,5,0,0,1,0,0,4,0,0,2,0,0,4,0,0,0,0,0,2,0,0,1,0,0,5,4,1,2,0,0,2
74,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,0,0,5,0,0,5,0,0,1,0,0,4,0,0,2,0,0,4,0,0,0,0,0,2,0,0,1,0,0,4,4,1,2,0,0,1
75,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,6,0,0,5,0,0,1,0,0,5,0,0,2,0,0,5,0,0,0,0,0,2,0,0,1,0,0,4,5,1,3,0,0,1
76,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,6,0,0,5,0,0,1,0,0,5,0,0,3,0,0,5,0,0,0,0,0,3,0,0,1,0,0,4,5,1,3,0,0,1
77,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,6,0,0,5,0,0,1,0,0,5,0,0,4,0,0,6,1,0,0,0,0,4,0,0,2,0,0,3,5,1,3,0,0,1
78,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,6,0,0,5,0,0,1,0,0,6,0,0,5,0,0,7,2,0,0,0,0,5,0,0,2,0,0,2,5,1,3,0,0,1
79,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,6,0,1,6,0,0,1,0,0,6,0,0,5,0,0,8,2,0,0,0,0,5,0,0,2,0,0,1,5,1,3,0,0,1
80,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,6,0,2,7,0,0,1,0,0,6,0,0,5,0,0,8,2,0,0,0,0,5,0,0,2,0,0,1,5,1,3,0,0,1
81,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,6,0,2,7,0,0,1,0,0,7,0,0,5,0,0,8,2,0,0,0,0,5,0,0,2,0,0,2,5,1,3,0,0,1
82,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,6,0,2,7,0,0,1,0,0,7,0,0,5,0,0,7,2,0,0,0,0,5,0,0,2,0,0,2,5,1,3,0,0,1
83,0,0,0,0,0,0,0,0,1,0,0,5,1,1,5,0,0,6,0,2,7,0,0,1,0,0,7,0,0,4,0,0,6,2,0,0,0,0,5,0,0,2,0,0,2,5,1,3,0,0,1
84,0,0,1,0,0,0,0,0,1,0,0,5,2,2,6,0,0,6,0,2,8,0,0,1,1,0,8,0,0,3,0,0,6,2,1,0,0,0,5,0,0,2,0,0,2,6,1,3,0,0,2
85,0,0,1,0,0,0,0,0,1,0,0,5,2,3,7,0,0,6,0,2,8,0,0,1,2,0,9,0,0,3,0,0,6,2,1,0,0,0,4,0,0,2,0,0,2,7,1,3,0,0,3
86,0,0,1,0,0,0,0,0,1,0,0,5,2,3,7,0,0,6,0,2,8,0,0,1,2,0,9,0,0,3,0,0,6,2,1,0,0,0,3,0,0,2,0,0,2,7,1,3,0,0,3
87,0,0,2,0,0,0,0,0,1,0,0,5,3,3,7,0,0,6,0,2,8,0,0,1,2,0,8,0,0,3,0,0,6,2,2,0,0,0,3,0,0,2,0,0,2,8,1,4,0,0,3
88,0,0,2,0,0,0,0,0,1,0,0,5,3,3,7,0,0,6,0,2,8,0,0,1,2,0,7,0,0,3,0,0,6,2,2,0,0,0,3,0,0,2,0,0,2,9,1,5,0,0,3
89,0,0,3,0,0,0,0,0,1,0,0,5,3,3,7,0,0,6,0,2,8,0,0,1,2,0,7,0,0,3,0,0,6,2,2,0,0,0,3,0,0,2,0,0,3,8,1,5,0,0,3
90,0,0,3,0,0,0,0,0,1,0,0,5,3,3,7,0,0,6,0,2,9,0,0,0,2,0,7,0,0,3,0,0,6,2,2,0,0,0,3,0,0,2,0,0,3,7,1,5,0,0,3
91,0,0,3,0,0,0,1,0,2,0,0,5,3,3,7,0,0,5,0,2,9,0,0,1,2,0,7,0,0,3,0,0,6,2,2,0,0,0,3,0,0,2,0,0,3,7,1,5,0,0,4
92,0,0,3,0,0,0,2,0,2,0,0,5,3,3,7,0,0,5,0,2,10,0,0,1,2,0,7,0,0,3,0,0,6,3,2,1,0,0,3,0,0,2,0,0,3,7,1,5,0,0,4
93,0,0,3,0,0,0,2,0,2,0,0,5,3,3,7,0,0,5,0,2,9,0,0,1,2,0,7,0,0,3,0,0,6,3,2,1,0,0,3,0,0,2,0,0,3,7,1,5,0,0,4
94,0,0,3,0,0,0,2,0,2,0,0,5,3,3,7,0,0,5,0,2,9,0,0,1,2,0,7,0,0,3,0,0,6,4,2,2,0,0,3,0,0,2,0,0,3,7,1,5,0,0,4
95,0,0,3,0,0,0,2,0,2,0,0,5,3,3,7,0,0,5,0,2,10,0,0,1,2,0,7,0,0,3,0,0,6,4,2,2,0,0,3,0,0,2,0,0,3,8,1,6,0,0,4
96,0,0,3,0,0,0,3,0,3,0,0,6,4,3,8,0,0,5,0,2,11,0,0,1,3,0,8,0,0,3,0,0,6,4,2,2,0,0,3,0,0,3,0,0,3,8,1,6,0,0,4
97,0,0,3,0,0,0,4,0,3,0,0,6,5,3,8,0,0,6,0,2,11,0,0,1,3,0,8,0,0,3,0,0,6,4,2,3,0,0,3,0,0,3,0,0,3,9,1,7,0,0,5
98,0,0,3,0,0,0,5,0,4,0,0,7,5,3,8,0,0,7,0,2,10,0,0,1,3,0,7,0,0,3,0,0,5,4,2,4,0,0,3,0,0,3,0,0,3,9,1,8,0,0,5
99,0,0,3,0,0,0,5,0,4,0,0,8,5,3,8,0,0,7,0,2,10,0,0,1,4,0,7,0,0,3,0,0,6,4,2,5,0,0,3,0,0,4,0,0,3,9,1,8,0,0,5
100,0,0,3,0,0,0,5,0,4,0,0,8,5,3,8,0,0,6,0,3,11,0,0,1,4,0,7,0,0,3,0,0,7,4,2,6,0,0,3,0,0,5,0,0,3,8,1,7,0,0,5
101,0,0,3,0,0,0,5,0,4,0,0,8,5,3,7,0,0,5,1,4,12,0,0,1,4,0,7,0,0,3,0,0,7,4,2,6,0,0,3,0,0,5,0,0,3,7,0,6,0,0,4
102,0,0,3,0,0,0,5,0,4,0,0,8,5,3,6,0,0,4,1,5,13,0,0,1,4,0,7,0,0,3,0,0,8,5,2,7,0,0,3,0,0,4,0,0,3,6,0,5,0,0,4
103,0,0,3,0,0,1,5,0,4,1,0,9,5,3,6,0,0,3,1,5,13,0,0,1,4,0,7,0,0,3,0,0,8,5,2,7,0,0,3,0,0,3,0,0,2,6,0,5,0,0,4
104,0,0,3,0,0,2,5,0,4,2,0,9,5,3,6,0,0,3,1,5,13,0,0,2,4,0,7,0,0,2,0,0,8,5,2,7,0,0,2,0,0,4,0,0,1,6,0,5,0,0,4
105,0,0,3,0,0,2,5,0,4,2,0,9,5,3,6,0,0,3,1,5,12,0,0,3,4,0,7,0,0,1,0,0,9,4,2,8,0,0,1,0,0,5,0,0,1,6,0,5,0,0,4
106,0,0,3,0,0,2,5,0,4,2,0,8,5,3,6,0,0,3,1,5,12,0,0,3,4,0,7,0,0,0,0,0,8,3,2,8,0,0,1,0,0,6,0,0,1,6,0,6,0,0,4
107,0,0,2,0,0,2,5,0,4,2,0,8,5,3,5,0,0,3,1,5,12,0,0,4,4,0,6,0,0,0,0,0,7,3,2,8,0,0,2,0,0,6,0,0,1,6,0,6,0,0,4
108,0,0,2,0,0,2,5,0,4,2,0,8,5,3,5,0,0,3,1,5,12,0,0,4,4,0,7,0,0,0,0,0,7,4,2,8,0,0,2,0,0,6,0,0,1,6,0,7,0,0,4
109,0,0,3,0,0,3,5,0,4,2,0,7,5,3,5,0,0,4,1,5,12,0,0,4,4,0,7,0,0,0,0,0,8,4,2,8,0,0,2,0,0,6,0,0,1,6,0,7,0,0,4
110,0,0,3,0,0,3,5,0,4,2,0,6,5,3,5,0,0,4,1,5,12,0,0,5,4,0,7,0,0,1,0,0,8,4,2,8,0,0,2,0,0,6,0,0,1,6,0,7,0,0,4
111,0,0,3,0,0,3,5,0,4,2,0,6,4,2,4,0,0,4,1,5,12,0,0,5,4,0,7,0,0,1,0,0,8,4,2,8,0,0,2,0,0,6,0,0,1,6,0,8,0,0,4
112,0,0,3,0,0,3,5,0,4,2,0,6,3,1,3,0,0,4,1,5,11,0,0,6,3,0,7,0,0,2,0,0,8,4,1,9,0,0,2,0,0,6,0,0,1,5,0,8,0,0,3
113,0,0,2,0,0,3,5,0,4,2,0,6,2,0,2,0,0,4,1,5,11,0,0,7,2,0,6,0,0,2,0,0,8,4,0,10,0,0,2,0,0,6,0,0,2,4,0,9,0,0,2
114,0,0,2,0,0,3,5,0,4,2,0,6,2,0,2,0,0,4,1,5,11,0,0,8,2,0,7,0,0,2,0,0,8,4,0,10,0,0,2,0,0,6,0,0,2,4,0,10,0,0,2
115,0,0,2,0,0,3,5,0,4,2,0,6,2,0,2,0,0,4,1,5,11,0,0,8,2,0,7,0,0,3,0,0,8,4,0,10,0,0,2,0,0,6,0,0,2,4,0,9,0,0,2
116,0,0,2,0,0,3,5,0,4,2,0,6,2,0,2,0,0,4,1,5,10,0,0,8,2,0,7,0,0,4,0,0,8,4,0,10,0,0,2,0,0,6,0,0,2,4,0,8,0,0,2
117,0,0,1,0,0,3,5,0,4,2,0,6,2,0,2,0,0,4,1,5,10,0,0,8,2,0,7,0,0,4,0,0,8,4,0,10,0,0,2,0,0,6,0,0,1,4,0,9,0,0,2
118,0,0,1,0,0,3,5,0,4,2,0,6,2,0,2,0,0,4,1,5,10,0,0,8,2,0,7,0,0,5,0,0,8,4,0,10,0,0,2,0,0,6,0,0,1,4,0,10,0,0,2
119,0,0,1,0,0,3,4,0,3,2,0,6,2,0,3,0,0,4,1,5,9,0,0,7,2,0,7,0,0,5,0,0,8,4,0,10,0,0,2,0,0,6,0,0,1,4,0,10,0,0,1
120,0,0,1,0,0,3,3,0,2,2,0,6,2,0,3,0,0,3,1,5,8,0,0,7,2,0,7,0,0,6,0,0,8,3,0,9,0,0,2,0,0,6,0,0,1,4,0,11,0,0,1
121,0,0,1,0,0,3,3,0,2,2,0,6,2,0,3,0,0,3,1,5,8,0,0,7,2,0,8,0,0,6,0,0,8,2,0,8,0,0,2,0,0,6,0,0,1,4,0,12,0,0,1
122,0,0,1,0,0,3,3,0,2,2,0,6,2,0,3,0,0,3,1,5,9,0,0,7,2,0,9,1,0,7,0,0,8,2,0,8,0,0,2,0,0,7,0,0,1,5,0,12,0,0,2
123,0,0,1,0,0,3,3,0,2,2,0,6,2,0,3,0,0,3,1,5,9,0,0,7,2,0,10,1,0,7,0,0,8,2,0,8,0,0,2,0,0,7,0,0,1,4,0,12,0,0,2
124,0,0,1,0,0,3,2,0,1,2,0,5,1,0,2,0,0,3,1,5,8,0,0,7,1,0,9,1,0,7,0,0,8,2,0,8,0,0,2,0,0,7,0,0,1,4,0,11,0,0,2
125,0,0,1,0,0,3,1,0,0,2,0,4,0,0,1,0,0,3,1,4,7,0,0,7,0,0,9,1,0,7,0,0,8,2,0,7,0,0,2,0,0,8,0,0,1,4,0,12,0,0,1
126,0,0,1,0,0,4,0,0,0,2,0,3,0,0,1,0,0,2,1,4,7,0,0,7,0,0,8,2,0,8,0,0,8,2,0,7,0,0,2,0,0,9,0,0,1,4,0,12,0,0,1
127,0,0,1,0,0,4,0,0,0,2,0,2,0,0,1,0,0,2,1,4,7,0,0,8,0,0,8,2,0,8,0,0,8,1,0,6,0,0,2,0,0,8,0,0,1,4,0,12,0,0,1
128,0,0,1,0,0,4,0,0,0,2,0,2,0,0,1,0,0,3,1,4,7,0,0,8,0,0,8,2,0,8,0,0,8,1,0,6,0,0,2,0,0,8,0,0,1,4,0,12,0,0,1
129,0,0,1,0,0,4,0,0,0,2,0,2,0,0,1,0,0,3,0,3,6,0,0,8,0,0,8,2,0,8,0,0,8,1,0,5,0,0,2,0,0,8,0,0,1,4,0,12,0,0,1
130,0,0,1,0,0,4,0,0,0,2,0,2,0,0,1,0,0,3,0,2,5,0,0,8,0,0,8,2,0,8,0,0,7,1,0,5,0,0,2,0,0,7,0,0,1,4,0,12,0,0,1
