,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
751,15,15,19,16,19,17,18,21,19,22,21,21,16,17,21,20,14,18,20,18,17,21,17,19,21,12,22,17,14,17,15,16,16,19
752,15,15,19,15,19,16,19,20,19,21,20,20,17,18,22,19,15,18,20,17,17,21,16,18,20,12,21,17,14,18,15,16,16,19
753,16,16,20,16,18,15,19,19,19,21,20,20,17,17,21,19,14,18,20,17,17,21,16,19,20,12,22,16,13,18,15,17,15,19
754,16,15,19,17,19,14,20,19,18,21,20,19,17,18,22,20,14,19,20,16,16,22,15,18,20,11,22,16,14,19,15,18,15,19
755,17,14,18,17,20,14,19,19,17,21,20,19,17,18,21,20,14,19,20,17,16,22,15,17,20,11,22,15,14,19,14,17,14,19
756,17,14,18,17,20,14,19,18,18,22,20,19,17,18,22,21,15,19,21,17,17,22,15,18,19,11,23,14,13,19,13,16,13,20
757,18,15,18,17,21,14,20,18,18,22,20,18,18,18,21,22,15,19,20,17,18,21,15,18,18,12,22,15,14,18,14,15,12,19
758,17,16,19,17,20,15,19,18,18,21,20,18,18,17,20,21,15,19,20,18,19,20,15,17,18,12,21,15,15,18,14,16,12,20
759,16,15,19,17,20,15,19,18,18,21,20,18,18,17,20,21,15,20,20,18,19,20,15,17,19,11,21,15,15,18,14,16,12,19
760,16,16,19,17,19,16,19,19,18,22,21,19,18,18,20,21,14,20,20,18,20,19,16,17,18,11,21,16,15,19,15,15,12,20
761,16,15,19,18,19,17,19,18,19,22,20,19,18,18,20,22,15,19,20,18,20,19,17,17,17,12,20,15,15,18,14,15,12,21
762,16,16,20,19,19,17,19,18,18,22,21,20,19,17,20,22,16,18,20,19,21,18,18,17,18,12,20,15,16,17,14,15,12,22
763,16,16,20,19,19,17,19,19,17,22,21,19,20,16,20,22,15,19,20,18,20,17,19,17,18,12,20,15,16,18,14,15,12,22
764,16,17,21,20,20,17,19,20,17,23,21,19,20,16,19,22,16,19,20,18,21,16,19,17,18,12,20,15,17,17,13,15,13,22
765,17,17,20,20,20,18,19,19,18,22,21,19,20,17,20,22,16,20,20,18,22,17,18,16,19,12,19,14,18,16,14,14,13,22
766,17,18,20,20,20,18,18,19,18,22,21,18,21,16,21,23,15,20,20,17,22,18,17,16,20,12,19,14,19,17,14,15,13,22
767,17,17,20,20,21,19,18,18,18,21,22,18,22,17,21,23,14,20,20,16,22,17,17,15,20,12,18,14,20,16,13,15,13,22
768,17,16,20,20,21,19,18,18,18,20,22,17,22,17,21,23,15,20,19,16,21,17,17,15,19,12,17,14,20,16,13,16,13,22
769,16,17,20,20,21,18,19,18,19,21,22,18,21,17,21,23,16,21,19,15,21,17,17,14,19,12,18,15,20,15,14,16,14,22
770,16,17,19,19,20,19,20,18,20,21,22,17,20,17,21,22,16,21,18,14,20,17,17,15,19,13,18,15,20,14,14,16,14,21
771,17,17,19,19,20,20,19,18,20,21,22,17,21,17,21,21,17,21,18,14,21,18,17,15,20,13,18,15,20,14,14,15,13,20
772,17,16,19,19,20,20,18,17,19,21,22,16,20,18,21,20,17,20,18,13,21,19,17,15,19,14,17,15,20,15,14,15,14,19
773,17,15,18,19,20,19,17,16,18,21,21,16,21,18,21,20,17,20,18,13,21,18,18,14,18,15,16,14,20,14,13,16,15,18
774,17,15,17,19,19,19,17,16,17,20,21,16,21,19,21,19,16,20,18,12,21,17,18,13,17,15,15,14,21,13,12,16,16,18
775,17,16,17,20,19,20,17,16,17,20,21,16,21,19,20,20,17,20,19,13,20,17,18,13,16,15,14,13,21,13,12,17,17,18
776,17,17,16,20,19,20,17,16,17,20,22,16,21,19,20,19,17,21,20,13,19,17,18,13,16,15,14,12,20,13,13,18,18,18
777,18,17,17,19,18,21,16,16,18,20,22,15,22,19,20,18,18,21,20,13,18,17,18,13,16,15,15,13,20,13,12,18,19,17
778,17,16,17,20,19,20,16,16,18,20,22,14,22,19,20,18,19,21,19,13,18,17,17,13,15,16,15,13,19,13,11,18,19,17
779,17,17,17,20,19,20,16,15,18,19,22,15,22,19,20,18,19,21,19,12,18,17,17,14,14,15,15,14,18,13,10,18,18,18
780,16,17,17,19,20,21,16,15,18,18,21,15,22,18,19,18,19,22,19,13,17,17,18,15,14,15,15,13,18,14,10,18,18,19
781,16,16,16,20,19,21,16,15,18,19,22,15,22,18,19,18,19,21,19,14,17,17,18,15,15,14,16,13,17,14,9,17,18,19
782,16,16,16,19,20,21,15,15,19,19,21,14,22,19,20,18,19,22,19,14,18,17,18,15,16,14,16,14,18,14,10,17,18,18
783,16,17,16,19,20,21,15,16,20,19,21,15,22,19,20,18,18,21,18,15,19,16,18,15,16,15,16,13,18,14,10,18,19,18
784,16,18,16,19,20,21,15,15,20,19,20,15,22,18,20,18,18,20,17,14,19,16,18,15,17,15,16,13,18,15,9,19,20,18
785,17,18,15,20,20,20,15,15,20,19,20,15,22,18,20,17,17,20,17,14,18,15,18,14,17,14,17,13,17,15,9,20,20,18
786,18,18,14,21,21,20,15,14,20,19,19,15,22,18,21,17,16,20,17,13,18,16,18,14,18,14,18,13,17,16,8,20,20,19
787,19,19,14,21,21,19,15,14,19,19,19,15,21,19,22,17,16,19,18,13,18,17,19,15,18,15,18,13,16,17,7,20,20,19
788,19,18,15,22,21,19,15,14,19,18,18,15,21,20,22,17,17,19,18,14,18,17,18,15,18,15,18,13,17,16,7,20,19,20
789,20,17,16,21,22,18,15,13,18,18,18,15,21,19,22,16,18,20,19,15,18,18,18,15,18,14,18,13,17,16,7,20,20,20
790,20,18,15,20,21,17,16,14,17,18,19,16,21,19,21,15,18,21,20,15,18,19,18,15,19,14,19,13,16,16,7,21,20,20
791,21,17,14,20,22,17,15,13,18,18,19,15,21,20,21,15,18,21,20,15,18,19,17,16,19,15,20,13,15,16,6,21,20,20
792,21,18,14,20,22,16,15,12,19,18,19,16,20,20,20,15,19,20,21,16,19,20,17,17,18,15,19,13,15,17,5,21,19,19
793,21,18,14,20,21,16,14,11,19,18,18,16,20,19,21,15,19,20,21,16,19,20,17,17,18,16,19,14,15,18,6,21,18,19
794,20,18,15,19,21,16,14,12,18,18,18,16,19,18,21,15,19,20,21,16,18,20,17,17,17,15,20,14,14,17,6,22,18,19
795,20,17,16,19,21,16,15,11,18,18,18,17,19,19,21,15,19,20,21,17,18,19,18,18,16,15,21,14,14,18,7,22,19,18
796,19,18,16,18,21,16,15,12,18,19,17,17,19,19,21,15,19,19,20,18,17,19,18,18,16,16,22,15,14,18,8,22,19,18
797,19,18,17,18,20,16,14,11,18,20,17,18,19,19,21,15,18,18,21,18,17,18,17,18,16,15,22,16,14,19,7,22,18,19
798,19,17,18,18,20,17,13,12,18,19,18,19,19,19,21,15,18,18,20,19,16,18,16,19,15,15,22,16,13,19,7,21,18,20
799,19,17,18,18,20,16,14,13,18,20,17,19,19,19,20,15,19,18,21,18,17,17,15,18,15,15,21,16,13,19,8,20,18,20
800,18,17,18,18,20,16,15,14,18,19,17,20,20,19,20,15,19,17,21,18,17,16,14,19,16,15,21,16,12,20,9,20,19,21
801,18,17,18,18,20,16,14,15,19,19,17,20,20,19,20,15,19,18,21,19,17,16,14,19,16,14,22,16,11,19,9,20,18,22
802,18,18,19,19,20,16,15,14,20,19,18,20,20,20,20,15,19,19,21,19,17,16,14,20,17,14,22,16,10,20,9,20,17,22
803,18,18,20,18,21,17,15,13,20,20,18,20,20,19,20,16,20,19,20,20,17,17,14,20,16,15,22,16,9,21,9,20,17,22
804,19,18,21,18,21,16,14,13,20,20,18,19,19,20,21,15,19,19,19,20,17,17,13,19,16,16,23,17,8,20,10,20,16,21
805,20,17,21,18,21,15,13,13,19,19,18,19,20,19,20,16,18,19,19,21,17,17,13,18,15,17,23,17,8,20,11,19,16,22
806,20,17,20,19,22,15,14,13,18,19,17,19,20,19,20,16,17,19,19,20,17,17,13,19,15,16,22,16,7,20,11,19,16,22
807,20,18,20,19,22,16,13,13,18,19,17,20,20,19,19,15,17,19,20,20,17,17,13,19,16,16,22,17,7,20,12,19,17,21
808,19,17,20,18,21,16,12,13,18,20,16,21,20,18,19,15,17,18,19,20,17,16,14,19,17,17,22,17,7,19,12,20,18,21
809,20,17,20,18,21,15,12,13,18,21,17,21,20,19,19,15,18,17,18,20,16,15,13,19,17,18,23,16,8,19,13,21,19,20
810,20,17,21,18,22,15,13,13,18,21,16,21,19,18,19,15,17,17,18,19,16,16,13,19,17,18,23,16,8,19,12,21,19,20
811,19,17,21,19,22,16,13,14,17,20,17,22,19,17,18,15,18,17,19,18,16,16,13,20,17,18,23,16,9,18,13,20,19,21
812,19,17,20,19,22,17,12,15,16,20,16,22,19,17,19,14,18,18,20,18,16,17,13,20,17,17,23,16,10,18,13,20,19,21
813,18,16,19,18,22,16,13,15,16,20,17,23,19,17,19,13,18,17,20,19,17,17,13,20,16,17,22,16,11,17,13,19,18,20
814,17,17,19,18,23,17,13,14,15,19,17,23,19,17,19,14,19,16,20,18,16,18,13,20,16,17,22,15,11,16,14,19,18,19
815,16,16,19,17,23,17,12,15,15,19,18,24,19,17,19,14,19,15,21,18,16,18,12,20,15,17,22,15,11,16,14,19,18,19
816,16,16,19,17,23,18,13,15,16,19,18,24,20,16,19,14,19,15,21,18,15,18,11,20,14,16,21,14,12,16,14,19,17,19
817,17,17,19,16,22,19,12,15,16,20,18,24,20,16,19,14,19,16,21,17,15,18,12,19,15,17,21,13,13,16,14,20,17,19
818,16,18,18,17,22,19,13,15,16,20,18,23,21,16,20,15,18,15,20,16,14,17,11,19,15,18,20,14,14,17,15,20,16,18
819,16,18,19,17,23,19,13,16,16,20,17,23,21,17,20,16,18,14,19,17,14,17,11,18,15,18,20,13,14,18,15,20,16,18
820,15,18,20,17,23,20,14,17,16,20,16,23,21,17,21,15,18,15,18,17,14,18,12,18,14,18,20,13,15,18,16,20,16,17
821,14,18,20,17,23,19,14,17,16,20,17,23,22,17,21,15,17,14,17,17,13,18,11,18,15,19,21,14,16,18,15,20,17,18
822,14,17,19,17,23,19,15,17,15,20,18,22,22,18,21,16,17,14,17,16,12,17,11,19,15,19,20,13,16,17,14,20,18,18
823,15,17,19,17,23,18,14,17,15,21,17,22,22,18,21,16,17,14,16,16,12,16,11,20,16,20,20,14,16,17,14,20,17,18
824,14,18,19,17,22,18,14,17,15,20,18,21,22,18,21,16,17,13,16,15,13,16,11,19,17,20,20,13,16,17,13,20,17,18
825,15,18,19,17,22,18,14,17,16,20,18,21,21,17,21,17,18,14,16,14,14,17,12,19,17,19,20,12,16,17,13,20,17,18
826,14,18,19,17,23,18,15,18,16,19,18,21,22,16,21,17,19,14,15,14,14,18,12,18,17,19,20,12,16,16,14,20,16,18
827,15,19,19,18,22,17,16,18,16,20,18,21,22,16,21,18,18,14,15,14,14,17,13,18,17,19,19,11,17,16,13,21,16,18
828,14,19,19,18,23,17,16,17,16,20,19,22,22,16,22,19,18,14,14,15,14,17,12,19,16,18,20,11,18,15,12,22,15,19
829,15,19,19,18,22,16,15,16,16,21,19,22,22,17,23,19,17,14,14,14,14,18,13,19,15,18,20,11,19,14,11,23,15,18
830,15,20,18,18,22,17,16,16,16,21,18,21,21,17,23,19,17,14,13,14,14,19,13,19,16,18,20,10,20,14,12,22,15,17
831,15,19,17,19,22,17,15,16,16,21,18,21,20,17,22,19,16,14,13,13,15,18,13,18,16,18,20,10,21,14,11,21,16,17
832,15,19,17,19,21,17,16,17,15,21,18,21,21,17,22,18,16,13,13,12,15,17,13,17,17,17,21,11,21,14,11,21,16,16
833,15,19,17,18,21,18,16,17,15,21,17,22,22,17,21,19,16,12,13,12,16,17,14,18,17,17,21,10,22,15,11,20,16,16
834,15,20,18,18,20,19,17,16,15,22,17,21,21,17,22,19,17,11,12,12,16,16,14,19,17,17,21,10,23,14,11,21,15,15
835,16,20,18,18,20,18,18,16,15,22,18,21,20,17,22,19,17,11,11,11,16,16,15,19,17,18,22,10,24,14,12,21,15,15
836,16,19,17,17,20,18,19,15,15,22,17,21,19,17,23,20,17,11,11,10,15,16,15,19,17,19,22,10,24,13,12,21,14,16
837,16,19,17,17,21,18,20,16,16,21,17,21,18,18,23,20,16,11,11,11,16,17,15,19,17,19,21,10,23,14,12,21,14,16
838,15,19,17,18,20,19,20,16,15,21,17,20,17,17,23,20,16,11,10,11,17,17,15,19,16,18,21,9,23,13,11,21,14,17
839,15,20,17,17,19,19,19,17,14,20,17,19,17,18,23,21,16,10,10,12,17,16,14,18,16,18,21,9,23,13,11,20,14,17
840,16,20,17,17,19,18,19,16,15,20,16,19,17,19,24,22,17,10,10,12,16,16,14,18,16,17,20,10,23,13,11,21,13,17
841,17,19,17,17,18,17,19,15,15,19,17,19,16,18,24,22,18,10,10,12,15,16,14,18,15,17,20,10,23,14,11,21,13,18
842,18,19,18,18,17,18,18,16,16,18,17,18,16,19,23,22,18,11,10,12,15,16,15,18,16,16,20,10,22,15,10,21,13,17
843,18,19,18,18,17,18,19,17,16,18,17,18,15,19,22,22,17,11,10,13,15,15,15,17,17,16,20,11,21,15,11,21,13,18
844,19,20,19,19,16,18,20,17,17,18,17,18,15,19,22,22,17,11,9,14,14,15,15,16,18,16,20,12,20,15,12,21,14,18
845,19,19,19,20,16,17,19,17,17,19,16,18,14,20,22,22,17,11,9,15,14,14,15,16,19,17,20,12,20,15,11,20,14,18
846,19,18,18,20,16,16,19,17,18,19,16,17,14,20,22,21,17,11,10,15,14,15,15,16,19,17,20,12,19,15,12,19,13,18
847,20,18,19,20,15,15,19,18,19,19,16,17,14,21,21,21,18,12,10,16,15,15,15,16,18,17,20,12,18,14,12,19,13,19
848,19,18,18,21,15,16,19,18,19,18,17,17,13,20,21,20,18,13,10,15,14,15,15,17,18,16,20,12,18,14,12,19,13,19
849,19,18,17,20,14,15,19,17,19,18,17,18,12,20,20,21,17,13,11,14,14,15,14,17,19,16,19,12,18,14,11,18,13,19
850,19,18,16,20,14,16,18,17,19,18,16,17,12,20,20,21,18,13,11,13,14,15,15,17,18,15,18,12,17,14,12,17,13,18
851,18,19,17,19,13,16,18,17,20,17,15,18,13,20,20,21,17,12,11,14,14,16,15,17,17,14,18,13,17,14,12,17,13,17
852,18,19,16,20,13,16,19,17,20,16,15,17,13,20,20,21,17,12,12,14,15,17,16,18,16,14,18,14,18,15,12,16,14,17
853,19,19,16,20,13,16,18,18,19,16,16,18,12,19,20,21,17,13,12,15,15,17,16,17,15,13,18,14,17,15,13,15,14,17
854,19,20,16,21,13,16,18,18,19,16,16,17,12,20,20,21,17,13,13,16,15,17,16,17,16,14,17,14,17,16,12,15,13,17
855,19,19,16,21,13,16,17,18,19,16,15,17,11,21,19,20,17,14,12,16,14,18,16,18,17,14,16,14,17,17,12,16,14,17
856,20,18,16,20,14,17,17,17,19,16,15,17,11,20,19,20,17,13,12,16,14,18,15,18,16,14,16,14,16,18,12,16,14,17
857,20,17,16,19,13,17,17,18,19,16,15,17,11,20,19,20,16,13,12,16,15,17,15,17,17,14,15,14,15,18,12,16,15,18
858,20,16,17,19,13,17,18,18,18,15,15,16,10,20,18,19,17,13,13,17,16,16,15,16,18,15,15,14,15,19,12,16,15,19
859,20,16,18,20,12,16,18,19,18,15,16,17,11,20,18,20,18,12,13,17,15,16,15,17,17,16,14,14,15,20,12,16,15,19
860,20,17,17,19,11,16,19,18,17,14,16,17,12,19,18,19,17,12,14,17,15,17,15,17,17,17,13,15,14,20,12,17,15,20
861,20,17,17,19,12,16,18,19,17,13,16,16,11,20,18,19,17,12,13,18,16,17,14,18,18,17,13,14,14,19,12,16,14,20
862,20,17,16,20,12,15,19,19,17,12,16,16,11,20,19,18,18,12,13,18,15,17,13,17,19,16,12,14,14,19,12,17,14,21
863,19,17,16,20,13,15,18,20,17,12,16,17,12,20,19,17,18,13,14,19,15,18,13,17,18,15,12,15,13,19,11,16,15,20
864,19,17,16,19,12,15,18,19,17,12,15,16,13,20,19,18,19,14,15,19,15,18,13,17,18,15,12,16,13,19,11,16,14,19
865,19,18,17,20,12,16,17,20,17,12,16,15,13,20,19,17,18,14,16,20,16,18,13,16,18,15,12,16,14,19,12,17,14,19
866,18,17,18,21,11,16,17,20,16,12,16,15,14,20,19,17,18,15,16,20,16,18,14,15,18,15,13,16,15,19,13,17,14,19
867,18,16,19,21,11,16,16,20,17,13,17,16,15,21,20,17,19,16,17,21,16,19,14,14,19,16,13,17,16,19,13,16,14,19
868,18,15,20,22,12,17,17,20,18,14,18,17,15,21,19,16,18,16,17,21,16,20,15,15,19,17,12,16,15,19,13,16,14,19
869,18,15,20,21,12,17,18,20,17,15,18,17,15,21,19,16,18,16,17,22,16,20,15,16,19,18,13,15,15,20,13,15,15,18
870,18,16,19,20,13,18,18,21,18,16,18,16,16,21,18,16,18,17,17,22,16,20,15,16,20,18,13,16,15,19,13,15,15,17
871,18,17,18,20,14,18,17,21,17,17,18,16,16,21,19,16,17,16,17,21,17,20,14,17,20,19,14,16,15,18,14,16,16,18
872,18,16,18,20,14,18,16,21,16,17,17,16,17,21,20,16,18,17,17,21,18,21,14,17,19,20,14,15,16,18,13,15,16,18
873,18,17,18,20,14,18,17,21,15,17,18,16,16,20,19,16,18,18,17,21,19,21,15,16,18,20,14,15,16,18,12,15,15,17
874,18,17,18,20,14,19,17,21,15,16,19,16,17,20,18,17,18,17,17,21,19,21,15,16,17,20,14,16,16,19,12,15,15,17
875,18,16,18,20,15,18,17,21,14,16,18,16,16,20,17,16,18,17,17,21,18,20,14,17,17,20,13,15,17,19,11,16,15,17
876,18,15,19,19,15,19,16,20,14,16,18,17,15,20,18,16,17,17,17,21,17,20,15,17,18,21,14,15,17,18,12,16,16,17
877,18,15,19,18,15,19,15,20,13,17,19,17,15,20,19,16,17,17,17,21,18,20,15,16,17,20,15,15,17,17,11,16,16,16
878,19,15,18,19,15,20,15,20,13,17,20,17,16,19,19,16,17,17,17,22,19,20,16,16,17,19,15,15,17,17,12,16,16,16
879,19,14,19,18,16,19,16,20,14,18,21,16,16,19,19,16,17,18,17,22,20,21,16,16,17,19,15,15,18,18,12,17,16,16
880,19,14,18,19,17,19,15,21,14,19,22,16,15,19,18,16,17,18,17,22,19,20,17,16,18,19,15,14,18,19,13,17,16,16
881,19,13,19,18,16,19,15,21,13,19,22,16,15,20,18,15,17,18,16,23,19,20,17,16,19,18,14,14,18,19,13,18,17,15
882,18,13,18,18,17,18,16,20,14,20,21,16,16,20,18,14,17,17,17,23,19,20,17,17,19,19,14,14,19,18,12,19,18,16
883,18,14,18,18,17,18,16,20,14,20,21,16,17,19,19,14,16,17,18,22,20,20,18,17,18,19,15,14,18,17,12,19,17,16
884,19,14,17,18,17,18,17,20,13,20,22,16,17,19,19,14,16,16,19,22,21,21,18,17,18,19,16,15,18,16,12,19,17,16
885,19,15,17,19,18,17,17,21,13,19,22,16,18,20,19,14,17,16,18,22,21,22,18,18,19,19,17,15,19,16,13,19,17,16
886,18,16,17,20,19,18,17,21,13,19,22,15,18,20,19,13,18,16,18,22,21,23,17,18,19,20,17,16,19,15,12,19,18,16
887,18,15,17,19,18,17,17,22,13,19,21,15,18,19,20,14,18,16,18,21,20,23,17,18,19,19,18,16,18,14,13,19,18,15
888,17,15,17,19,18,17,16,21,13,20,20,15,18,18,19,14,18,16,18,20,21,22,18,18,19,19,17,17,18,14,14,20,18,15
889,17,15,18,20,19,17,16,22,12,21,19,15,17,19,20,14,19,16,18,21,21,22,19,18,19,18,18,17,19,13,14,19,18,15
890,16,14,17,20,19,17,17,21,13,21,19,15,17,18,19,15,19,16,18,20,21,21,20,18,18,17,19,17,19,14,14,20,19,15
891,16,14,18,19,19,18,17,21,13,22,19,16,18,18,18,15,19,15,18,20,22,21,19,19,18,17,19,17,20,14,13,19,19,16
892,16,14,18,19,19,18,17,20,14,22,18,16,18,19,18,16,19,14,18,20,22,20,18,18,18,17,19,17,19,15,14,20,19,16
893,17,14,17,20,20,18,17,21,14,22,19,16,17,18,17,15,19,14,18,20,21,20,17,18,17,16,19,16,19,14,14,20,19,17
894,18,15,17,20,20,17,17,21,14,21,19,16,17,18,17,15,20,15,17,20,20,20,16,19,17,16,19,17,19,14,13,19,19,16
895,19,16,17,20,21,16,17,21,15,22,20,16,17,18,17,15,21,15,17,20,19,20,15,19,17,15,19,17,19,15,13,20,18,16
896,19,15,17,19,22,15,17,21,15,21,19,15,17,17,17,15,20,14,17,19,18,19,15,20,17,14,19,16,19,15,14,21,18,16
897,19,16,17,19,22,15,16,21,14,21,18,14,17,17,17,16,20,14,16,19,18,19,15,20,17,14,20,17,20,14,14,20,18,15
898,18,15,18,19,21,14,17,21,14,20,18,14,17,17,17,17,19,14,16,19,18,19,15,19,17,13,20,18,21,14,15,21,18,16
899,18,15,17,19,21,13,18,21,14,20,18,15,16,17,17,17,19,14,16,19,17,19,14,20,17,13,19,17,22,15,14,21,18,17
900,17,15,18,18,20,13,18,20,15,20,18,15,16,17,16,17,20,14,15,19,17,18,15,20,18,13,18,16,22,16,14,21,19,16
901,16,16,18,18,19,12,18,20,16,20,19,15,15,16,16,17,20,13,15,19,16,17,16,21,19,13,18,17,21,16,15,21,20,16
902,16,15,18,18,20,13,17,20,17,19,19,14,15,17,17,18,19,13,15,19,15,18,16,22,19,12,18,16,21,16,16,21,21,16
903,16,16,18,18,19,13,17,19,17,20,18,14,16,17,18,18,19,13,16,19,15,19,16,22,19,11,19,16,21,15,16,22,21,16
904,15,16,18,18,19,14,17,18,18,19,19,14,16,16,19,19,19,12,15,18,15,18,17,21,18,11,20,17,20,16,17,22,21,16
905,15,17,19,18,20,14,17,18,17,19,19,14,17,15,19,18,18,12,15,18,15,18,17,20,18,12,19,17,20,16,17,21,21,17
906,15,17,20,18,20,14,18,18,18,18,19,13,17,15,19,19,19,11,15,19,15,18,16,21,19,12,18,18,20,16,18,20,21,18
907,15,17,19,18,20,14,18,18,18,19,18,13,16,15,19,19,18,12,15,19,15,18,16,20,18,12,18,18,19,15,17,21,20,18
908,16,17,18,19,19,15,18,17,18,19,18,13,15,14,19,19,17,11,14,18,15,18,15,20,18,12,19,18,19,15,17,21,19,18
909,17,17,19,18,19,15,18,17,18,18,17,13,16,14,20,20,18,10,14,17,15,18,15,19,17,11,19,19,19,15,17,21,19,18
910,16,17,18,19,19,16,17,17,18,18,17,14,15,13,20,20,18,10,15,17,15,18,15,18,17,12,20,19,19,14,18,21,18,19
911,16,17,19,18,19,17,17,18,17,18,17,14,14,14,19,20,18,11,15,16,14,17,15,18,17,11,20,18,18,15,18,21,18,19
912,16,17,18,17,19,17,17,18,17,18,17,15,14,15,18,20,18,12,15,17,14,16,15,18,17,11,19,18,19,15,18,21,19,19
913,16,17,19,17,19,18,16,18,17,19,17,14,15,15,17,20,18,12,15,16,13,15,16,18,17,12,19,17,18,16,19,21,19,19
914,16,17,18,16,18,18,16,18,18,20,17,14,15,14,17,20,18,13,16,16,12,14,17,18,17,11,19,16,18,17,19,21,19,19
915,17,17,17,15,18,19,15,17,19,20,18,15,15,15,17,21,18,14,16,16,11,14,18,17,16,11,19,15,19,17,19,21,19,19
916,16,18,16,16,19,19,15,17,20,21,18,16,14,14,17,22,17,15,15,17,11,15,18,17,15,12,19,15,20,18,19,21,19,19
917,17,17,16,15,20,19,16,17,19,21,19,16,14,14,18,23,17,16,16,18,11,15,18,18,16,13,20,15,20,18,19,21,19,19
918,17,17,16,14,19,18,16,17,19,21,19,15,15,13,18,23,17,16,17,18,11,14,17,18,17,14,20,16,19,18,20,20,19,19
919,17,18,16,14,18,18,15,18,18,21,19,15,15,14,18,23,17,17,17,19,11,14,18,18,17,15,20,16,19,18,20,20,20,19
920,17,18,16,15,18,17,15,19,19,20,19,15,15,14,19,23,16,18,17,19,10,15,18,17,17,16,20,16,19,18,21,20,21,18
921,17,17,15,14,18,18,16,19,18,19,20,15,15,13,19,22,16,18,16,18,11,14,19,17,16,15,20,16,19,17,21,20,22,18
922,17,18,15,13,17,18,15,19,18,19,20,15,16,14,20,22,15,18,15,18,12,14,19,17,16,15,19,17,18,18,20,20,21,18
923,17,18,15,13,16,19,16,18,17,19,20,16,16,13,19,23,14,18,16,18,12,13,19,16,16,15,18,18,17,19,21,21,21,18
924,17,18,15,14,16,19,15,18,16,18,19,16,15,13,19,22,14,18,16,17,12,13,19,17,16,15,18,18,17,18,21,20,22,18
925,18,19,15,15,16,20,16,18,16,19,19,17,15,13,19,22,15,19,16,18,13,14,20,17,16,14,17,18,17,17,21,19,21,17
926,18,19,16,15,15,20,17,17,17,19,19,17,15,12,20,21,15,19,17,18,14,14,20,16,15,14,17,18,16,18,21,19,20,18
927,19,20,17,16,16,20,17,18,16,20,18,16,15,12,21,21,14,19,17,17,13,13,20,17,15,15,16,17,15,18,22,19,20,17
928,20,19,16,16,16,20,16,18,16,20,18,15,15,13,22,20,14,19,16,16,14,14,19,16,15,15,16,18,14,18,22,19,21,17
929,19,18,16,17,16,20,17,18,15,20,17,15,16,13,22,20,14,18,16,17,15,14,19,15,15,15,16,19,13,18,22,19,21,16
930,19,18,16,16,16,19,16,18,15,19,17,15,17,14,21,19,14,19,16,17,15,14,19,14,15,14,15,18,14,17,21,19,21,16
931,19,18,16,15,16,19,17,19,14,20,17,15,16,13,20,19,14,20,17,17,16,14,19,14,16,14,15,18,14,18,21,19,21,17
932,19,18,15,14,16,19,18,20,14,20,18,16,15,13,20,18,15,20,18,17,15,13,19,13,16,14,14,17,13,18,20,19,22,16
933,19,18,16,14,16,19,18,19,13,21,18,16,15,14,19,18,16,19,18,17,16,14,19,14,16,13,14,17,14,19,20,20,22,16
934,19,18,16,15,16,18,19,19,14,20,18,16,14,15,18,18,15,18,18,18,16,14,19,15,16,14,15,17,14,20,20,21,22,16
935,20,18,15,14,16,18,19,19,14,21,18,17,15,15,19,18,14,19,17,17,16,13,20,14,15,15,16,16,14,20,19,21,22,15
936,20,19,15,14,17,18,19,19,14,21,18,18,16,15,19,18,15,19,16,16,15,12,20,14,16,16,17,16,15,20,20,21,22,15
937,20,20,16,13,17,18,19,20,14,21,18,19,16,15,18,18,16,20,16,17,14,12,21,14,16,17,17,16,15,19,19,21,23,16
938,20,20,16,14,16,18,19,20,14,21,18,18,16,15,18,18,15,20,16,17,14,11,20,14,16,16,17,16,14,19,19,21,23,17
939,21,21,15,15,16,18,20,19,15,21,18,18,16,16,18,19,15,20,16,17,15,10,20,15,16,16,17,17,13,19,18,21,24,16
940,22,22,15,15,15,18,19,18,16,21,19,17,16,16,19,18,16,20,15,17,15,10,19,14,17,17,17,17,14,18,18,20,24,15
941,22,21,16,16,15,17,18,17,16,20,19,17,16,16,20,18,15,20,15,17,16,10,18,14,18,17,17,17,14,18,17,20,24,16
942,22,21,15,17,15,17,19,17,17,20,18,18,16,16,21,18,15,20,14,17,16,11,18,15,18,17,16,17,13,18,17,20,24,15
943,22,20,16,16,16,18,19,16,16,20,18,18,16,16,20,17,14,20,13,16,16,11,18,16,17,18,15,17,12,17,16,19,24,14
944,22,19,16,17,15,17,18,16,15,20,17,17,16,17,20,16,13,19,13,15,17,10,17,16,18,18,15,17,11,16,17,18,24,14
945,23,19,16,17,14,18,17,17,16,19,18,17,17,17,20,15,13,18,14,14,18,11,16,16,19,18,14,16,10,16,16,18,23,13
946,22,19,16,18,14,18,17,16,15,19,18,16,16,18,20,15,12,17,14,14,17,12,16,16,18,18,13,16,10,16,16,18,22,13
947,22,19,16,19,15,19,16,16,16,19,18,17,16,17,20,14,11,18,14,15,17,13,17,16,17,18,13,15,11,17,16,19,22,13
948,23,18,16,19,16,19,17,16,17,19,18,18,17,17,20,13,12,18,15,15,17,13,17,15,17,18,13,14,12,17,16,19,21,13
949,24,18,16,19,15,20,17,16,16,19,18,18,17,17,20,13,11,17,14,15,18,13,18,16,16,19,13,14,12,17,15,18,21,13
